date,area,average_price,houses_sold
2000-09-01,kensington and chelsea,397353,306.0
2000-10-01,kensington and chelsea,371261,336.0
2000-11-01,kensington and chelsea,386824,317.0
2000-12-01,kensington and chelsea,392714,333.0
2001-01-01,kensington and chelsea,407739,276.0
2001-02-01,kensington and chelsea,394886,277.0
2001-03-01,kensington and chelsea,406200,394.0
2001-04-01,kensington and chelsea,418016,335.0
2001-05-01,kensington and chelsea,417771,364.0
2001-06-01,kensington and chelsea,423411,341.0
2001-07-01,kensington and chelsea,434521,424.0
2001-08-01,kensington and chelsea,451028,367.0
2001-09-01,kensington and chelsea,438215,321.0
2001-10-01,kensington and chelsea,424833,300.0
2001-11-01,kensington and chelsea,412659,295.0
2001-12-01,kensington and chelsea,412275,246.0
2002-01-01,kensington and chelsea,407492,281.0
2002-02-01,kensington and chelsea,406516,264.0
2002-03-01,kensington and chelsea,414376,442.0
2002-04-01,kensington and chelsea,440746,401.0
2002-05-01,kensington and chelsea,467441,470.0
2002-06-01,kensington and chelsea,486673,406.0
2002-07-01,kensington and chelsea,497538,415.0
2002-08-01,kensington and chelsea,490267,445.0
2002-09-01,kensington and chelsea,486338,345.0
2002-10-01,kensington and chelsea,474862,350.0
2002-11-01,kensington and chelsea,484175,302.0
2002-12-01,kensington and chelsea,468164,282.0
2003-01-01,kensington and chelsea,466463,285.0
2003-02-01,kensington and chelsea,452671,206.0
2003-03-01,kensington and chelsea,455466,205.0
2003-04-01,kensington and chelsea,456330,178.0
2003-05-01,kensington and chelsea,452104,226.0
2003-06-01,kensington and chelsea,464442,207.0
2003-07-01,kensington and chelsea,455925,282.0
2003-08-01,kensington and chelsea,454476,333.0
2003-09-01,kensington and chelsea,448908,417.0
2003-10-01,kensington and chelsea,459283,360.0
2003-11-01,kensington and chelsea,471114,386.0
2003-12-01,kensington and chelsea,488704,366.0
2004-01-01,kensington and chelsea,495894,340.0
2004-02-01,kensington and chelsea,506469,308.0
2004-03-01,kensington and chelsea,504555,354.0
2004-04-01,kensington and chelsea,490464,401.0
2004-05-01,kensington and chelsea,488594,360.0
2004-06-01,kensington and chelsea,492778,363.0
2004-07-01,kensington and chelsea,534860,423.0
2004-08-01,kensington and chelsea,547674,317.0
2004-09-01,kensington and chelsea,559286,340.0
2004-10-01,kensington and chelsea,523246,275.0
2004-11-01,kensington and chelsea,517540,247.0
2004-12-01,kensington and chelsea,484880,278.0
2005-01-01,kensington and chelsea,477958,257.0
2005-02-01,kensington and chelsea,480086,189.0
2005-03-01,kensington and chelsea,489291,274.0
2005-04-01,kensington and chelsea,507964,294.0
2005-05-01,kensington and chelsea,518054,274.0
2005-06-01,kensington and chelsea,527082,315.0
2005-07-01,kensington and chelsea,540566,327.0
2005-08-01,kensington and chelsea,529996,286.0
2005-09-01,kensington and chelsea,542761,331.0
2005-10-01,kensington and chelsea,532195,231.0
2005-11-01,kensington and chelsea,540675,273.0
2005-12-01,kensington and chelsea,555847,299.0
2006-01-01,kensington and chelsea,565247,319.0
2006-02-01,kensington and chelsea,569195,233.0
2006-03-01,kensington and chelsea,570415,371.0
2006-04-01,kensington and chelsea,581164,347.0
2006-05-01,kensington and chelsea,590768,338.0
2006-06-01,kensington and chelsea,599841,400.0
2006-07-01,kensington and chelsea,606796,366.0
2006-08-01,kensington and chelsea,609829,355.0
2006-09-01,kensington and chelsea,603462,394.0
2006-10-01,kensington and chelsea,604626,360.0
2006-11-01,kensington and chelsea,630206,350.0
2006-12-01,kensington and chelsea,644541,375.0
2007-01-01,kensington and chelsea,682118,397.0
2007-02-01,kensington and chelsea,695308,317.0
2007-03-01,kensington and chelsea,712066,352.0
2007-04-01,kensington and chelsea,718862,311.0
2007-05-01,kensington and chelsea,718509,320.0
2007-06-01,kensington and chelsea,723633,327.0
2007-07-01,kensington and chelsea,746127,372.0
2007-08-01,kensington and chelsea,779957,328.0
2007-09-01,kensington and chelsea,830950,275.0
2007-10-01,kensington and chelsea,808270,226.0
2007-11-01,kensington and chelsea,777268,299.0
2007-12-01,kensington and chelsea,767083,168.0
2008-01-01,kensington and chelsea,810781,186.0
2008-02-01,kensington and chelsea,832753,149.0
2008-03-01,kensington and chelsea,808429,133.0
2008-04-01,kensington and chelsea,762673,186.0
2008-05-01,kensington and chelsea,760593,162.0
2008-06-01,kensington and chelsea,766472,133.0
2008-07-01,kensington and chelsea,822508,164.0
2008-08-01,kensington and chelsea,806857,117.0
2008-09-01,kensington and chelsea,811950,155.0
2008-10-01,kensington and chelsea,754939,117.0
2008-11-01,kensington and chelsea,754636,90.0
2008-12-01,kensington and chelsea,725424,105.0
2009-01-01,kensington and chelsea,668546,78.0
2009-02-01,kensington and chelsea,627150,95.0
2009-03-01,kensington and chelsea,598430,121.0
2009-04-01,kensington and chelsea,622563,137.0
2009-05-01,kensington and chelsea,664598,137.0
2009-06-01,kensington and chelsea,719453,173.0
2009-07-01,kensington and chelsea,770240,232.0
2009-08-01,kensington and chelsea,782459,187.0
2009-09-01,kensington and chelsea,763330,228.0
2009-10-01,kensington and chelsea,736741,229.0
2009-11-01,kensington and chelsea,753693,226.0
2009-12-01,kensington and chelsea,755047,176.0
2010-01-01,kensington and chelsea,794620,202.0
2010-02-01,kensington and chelsea,778622,151.0
2010-03-01,kensington and chelsea,820954,207.0
2010-04-01,kensington and chelsea,818816,221.0
2010-05-01,kensington and chelsea,855775,181.0
2010-06-01,kensington and chelsea,821510,224.0
2010-07-01,kensington and chelsea,845614,253.0
2010-08-01,kensington and chelsea,826390,198.0
2010-09-01,kensington and chelsea,863878,218.0
2010-10-01,kensington and chelsea,859065,197.0
2010-11-01,kensington and chelsea,877861,177.0
2010-12-01,kensington and chelsea,884674,201.0
2011-01-01,kensington and chelsea,860460,182.0
2011-02-01,kensington and chelsea,844014,164.0
2011-03-01,kensington and chelsea,879557,235.0
2011-04-01,kensington and chelsea,959520,266.0
2011-05-01,kensington and chelsea,939202,158.0
2011-06-01,kensington and chelsea,911740,187.0
2011-07-01,kensington and chelsea,877358,245.0
2011-08-01,kensington and chelsea,912819,235.0
2011-09-01,kensington and chelsea,931099,238.0
2011-10-01,kensington and chelsea,916676,184.0
2011-11-01,kensington and chelsea,950767,202.0
2011-12-01,kensington and chelsea,919569,167.0
2012-01-01,kensington and chelsea,929644,187.0
2012-02-01,kensington and chelsea,933654,167.0
2012-03-01,kensington and chelsea,941251,159.0
2012-04-01,kensington and chelsea,970715,170.0
2012-05-01,kensington and chelsea,974635,190.0
2012-06-01,kensington and chelsea,1030803,190.0
2012-07-01,kensington and chelsea,1032875,234.0
2012-08-01,kensington and chelsea,1042777,173.0
2012-09-01,kensington and chelsea,1058206,196.0
2012-10-01,kensington and chelsea,1077366,181.0
2012-11-01,kensington and chelsea,1071778,184.0
2012-12-01,kensington and chelsea,1044834,189.0
2013-01-01,kensington and chelsea,1067550,181.0
2013-02-01,kensington and chelsea,1060810,145.0
2013-03-01,kensington and chelsea,1076419,206.0
2013-04-01,kensington and chelsea,1043141,174.0
2013-05-01,kensington and chelsea,1086593,221.0
2013-06-01,kensington and chelsea,1122471,219.0
2013-07-01,kensington and chelsea,1159559,280.0
2013-08-01,kensington and chelsea,1189245,249.0
2013-09-01,kensington and chelsea,1217729,258.0
2013-10-01,kensington and chelsea,1172514,221.0
2013-11-01,kensington and chelsea,1168770,262.0
2013-12-01,kensington and chelsea,1154073,230.0
2014-01-01,kensington and chelsea,1204771,280.0
2014-02-01,kensington and chelsea,1198222,222.0
2014-03-01,kensington and chelsea,1209578,222.0
2014-04-01,kensington and chelsea,1231111,267.0
2014-05-01,kensington and chelsea,1263468,269.0
2014-06-01,kensington and chelsea,1297755,213.0
2014-07-01,kensington and chelsea,1345616,251.0
2014-08-01,kensington and chelsea,1347030,217.0
2014-09-01,kensington and chelsea,1344464,208.0
2014-10-01,kensington and chelsea,1334423,228.0
2014-11-01,kensington and chelsea,1365050,158.0
2014-12-01,kensington and chelsea,1319380,169.0
2015-01-01,kensington and chelsea,1313357,187.0
2015-02-01,kensington and chelsea,1287616,180.0
2015-03-01,kensington and chelsea,1306557,195.0
2015-04-01,kensington and chelsea,1291645,156.0
2015-05-01,kensington and chelsea,1306192,170.0
2015-06-01,kensington and chelsea,1293028,182.0
2015-07-01,kensington and chelsea,1328276,201.0
2015-08-01,kensington and chelsea,1316116,169.0
2015-09-01,kensington and chelsea,1353679,190.0
2015-10-01,kensington and chelsea,1268780,171.0
2015-11-01,kensington and chelsea,1295078,160.0
2015-12-01,kensington and chelsea,1264909,217.0
2016-01-01,kensington and chelsea,1335351,170.0
2016-02-01,kensington and chelsea,1294603,141.0
2016-03-01,kensington and chelsea,1319174,491.0
2016-04-01,kensington and chelsea,1303324,95.0
2016-05-01,kensington and chelsea,1282708,90.0
2016-06-01,kensington and chelsea,1246352,124.0
2016-07-01,kensington and chelsea,1229599,105.0
2016-08-01,kensington and chelsea,1206813,96.0
2016-09-01,kensington and chelsea,1226681,114.0
2016-10-01,kensington and chelsea,1217676,104.0
2016-11-01,kensington and chelsea,1295310,125.0
2016-12-01,kensington and chelsea,1357231,172.0
2017-01-01,kensington and chelsea,1394421,136.0
2017-02-01,kensington and chelsea,1412255,109.0
2017-03-01,kensington and chelsea,1380049,152.0
2017-04-01,kensington and chelsea,1399839,124.0
2017-05-01,kensington and chelsea,1388174,125.0
2017-06-01,kensington and chelsea,1341276,171.0
2017-07-01,kensington and chelsea,1304186,123.0
2017-08-01,kensington and chelsea,1257578,124.0
2017-09-01,kensington and chelsea,1270090,137.0
2017-10-01,kensington and chelsea,1278113,111.0
2017-11-01,kensington and chelsea,1344311,115.0
2017-12-01,kensington and chelsea,1364185,138.0
2018-01-01,kensington and chelsea,1463378,129.0
2018-02-01,kensington and chelsea,1378878,89.0
2018-03-01,kensington and chelsea,1392610,125.0
2018-04-01,kensington and chelsea,1325081,117.0
2018-05-01,kensington and chelsea,1301729,86.0
2018-06-01,kensington and chelsea,1306556,133.0
2018-07-01,kensington and chelsea,1334876,119.0
2018-08-01,kensington and chelsea,1418032,103.0
2018-09-01,kensington and chelsea,1388037,117.0
2018-10-01,kensington and chelsea,1348121,133.0
2018-11-01,kensington and chelsea,1363458,91.0
2018-12-01,kensington and chelsea,1345805,84.0
2019-01-01,kensington and chelsea,1285331,117.0
2019-02-01,kensington and chelsea,1259725,94.0
2019-03-01,kensington and chelsea,1218687,107.0
2019-04-01,kensington and chelsea,1266556,101.0
2019-05-01,kensington and chelsea,1237349,112.0
2019-06-01,kensington and chelsea,1294113,110.0
2019-07-01,kensington and chelsea,1288940,133.0
2019-08-01,kensington and chelsea,1262257,124.0
2019-09-01,kensington and chelsea,1246384,109.0
2019-10-01,kensington and chelsea,1191209,105.0
2019-11-01,kensington and chelsea,1193336,113.0
1995-01-01,kingston upon thames,80876,213.0
1995-02-01,kingston upon thames,81230,185.0
1995-03-01,kingston upon thames,81111,221.0
1995-04-01,kingston upon thames,81673,194.0
1995-05-01,kingston upon thames,82124,229.0
1995-06-01,kingston upon thames,82206,262.0
1995-07-01,kingston upon thames,82526,261.0
1995-08-01,kingston upon thames,83343,278.0
1995-09-01,kingston upon thames,85111,267.0
1995-10-01,kingston upon thames,85727,232.0
1995-11-01,kingston upon thames,84557,259.0
1995-12-01,kingston upon thames,83584,270.0
1996-01-01,kingston upon thames,82561,174.0
1996-02-01,kingston upon thames,84365,190.0
1996-03-01,kingston upon thames,84656,251.0
1996-04-01,kingston upon thames,86285,268.0
1996-05-01,kingston upon thames,85939,316.0
1996-06-01,kingston upon thames,87987,279.0
1996-07-01,kingston upon thames,87525,296.0
1996-08-01,kingston upon thames,88158,359.0
1996-09-01,kingston upon thames,88162,291.0
1996-10-01,kingston upon thames,89015,319.0
1996-11-01,kingston upon thames,89552,307.0
1996-12-01,kingston upon thames,90009,347.0
1997-01-01,kingston upon thames,91652,234.0
1997-02-01,kingston upon thames,92613,290.0
1997-03-01,kingston upon thames,93820,303.0
1997-04-01,kingston upon thames,94919,308.0
1997-05-01,kingston upon thames,97263,332.0
1997-06-01,kingston upon thames,97628,360.0
1997-07-01,kingston upon thames,100235,430.0
1997-08-01,kingston upon thames,101607,406.0
1997-09-01,kingston upon thames,104934,374.0
1997-10-01,kingston upon thames,105335,350.0
1997-11-01,kingston upon thames,107889,329.0
1997-12-01,kingston upon thames,110385,380.0
1998-01-01,kingston upon thames,112996,283.0
1998-02-01,kingston upon thames,111799,219.0
1998-03-01,kingston upon thames,109702,271.0
1998-04-01,kingston upon thames,109781,292.0
1998-05-01,kingston upon thames,112487,338.0
1998-06-01,kingston upon thames,116420,272.0
1998-07-01,kingston upon thames,118317,395.0
1998-08-01,kingston upon thames,120298,327.0
1998-09-01,kingston upon thames,120943,328.0
1998-10-01,kingston upon thames,121774,303.0
1998-11-01,kingston upon thames,121898,266.0
1998-12-01,kingston upon thames,120382,260.0
1999-01-01,kingston upon thames,119773,215.0
1999-02-01,kingston upon thames,118098,204.0
1999-03-01,kingston upon thames,119697,275.0
1999-04-01,kingston upon thames,121128,327.0
1999-05-01,kingston upon thames,124602,332.0
1999-06-01,kingston upon thames,127260,354.0
1999-07-01,kingston upon thames,130427,449.0
1999-08-01,kingston upon thames,133296,425.0
1999-09-01,kingston upon thames,136296,395.0
1999-10-01,kingston upon thames,139655,379.0
1999-11-01,kingston upon thames,141565,378.0
1999-12-01,kingston upon thames,144567,331.0
2000-01-01,kingston upon thames,146959,242.0
2000-02-01,kingston upon thames,151118,235.0
2000-03-01,kingston upon thames,153883,339.0
2000-04-01,kingston upon thames,158072,326.0
2000-05-01,kingston upon thames,161339,316.0
2000-06-01,kingston upon thames,164611,327.0
2000-07-01,kingston upon thames,165708,333.0
2000-08-01,kingston upon thames,168037,272.0
2000-09-01,kingston upon thames,169491,278.0
2000-10-01,kingston upon thames,171714,274.0
2000-11-01,kingston upon thames,171133,269.0
2000-12-01,kingston upon thames,171603,317.0
2001-01-01,kingston upon thames,171213,216.0
2001-02-01,kingston upon thames,171737,227.0
2001-03-01,kingston upon thames,169882,290.0
2001-04-01,kingston upon thames,171664,321.0
2001-05-01,kingston upon thames,173684,325.0
2001-06-01,kingston upon thames,177536,405.0
2001-07-01,kingston upon thames,180584,345.0
2001-08-01,kingston upon thames,182159,428.0
2001-09-01,kingston upon thames,185946,341.0
2001-10-01,kingston upon thames,186103,380.0
2001-11-01,kingston upon thames,187917,361.0
2001-12-01,kingston upon thames,187446,290.0
2002-01-01,kingston upon thames,189539,280.0
2002-02-01,kingston upon thames,189132,248.0
2002-03-01,kingston upon thames,189180,358.0
2002-04-01,kingston upon thames,192404,326.0
2002-05-01,kingston upon thames,197285,464.0
2002-06-01,kingston upon thames,201145,328.0
2002-07-01,kingston upon thames,202909,424.0
2002-08-01,kingston upon thames,206661,406.0
2002-09-01,kingston upon thames,212565,383.0
2002-10-01,kingston upon thames,215958,392.0
2002-11-01,kingston upon thames,218134,329.0
2002-12-01,kingston upon thames,222347,316.0
2003-01-01,kingston upon thames,224875,249.0
2003-02-01,kingston upon thames,226229,262.0
2003-03-01,kingston upon thames,223739,241.0
2003-04-01,kingston upon thames,223337,248.0
2003-05-01,kingston upon thames,222683,228.0
2003-06-01,kingston upon thames,225155,274.0
2003-07-01,kingston upon thames,227790,336.0
2003-08-01,kingston upon thames,232658,305.0
2003-09-01,kingston upon thames,233924,329.0
2003-10-01,kingston upon thames,232964,386.0
2003-11-01,kingston upon thames,232017,363.0
2003-12-01,kingston upon thames,233996,324.0
2004-01-01,kingston upon thames,235488,304.0
2004-02-01,kingston upon thames,237659,296.0
2004-03-01,kingston upon thames,239521,353.0
2004-04-01,kingston upon thames,242238,410.0
2004-05-01,kingston upon thames,245145,361.0
2004-06-01,kingston upon thames,247341,345.0
2004-07-01,kingston upon thames,251907,422.0
2004-08-01,kingston upon thames,254989,318.0
2004-09-01,kingston upon thames,253122,303.0
2004-10-01,kingston upon thames,252908,297.0
2004-11-01,kingston upon thames,248400,230.0
2004-12-01,kingston upon thames,248371,259.0
2005-01-01,kingston upon thames,245040,163.0
2005-02-01,kingston upon thames,244935,170.0
2005-03-01,kingston upon thames,246080,224.0
2005-04-01,kingston upon thames,247395,290.0
2005-05-01,kingston upon thames,254013,247.0
2005-06-01,kingston upon thames,252876,285.0
2005-07-01,kingston upon thames,256554,297.0
2005-08-01,kingston upon thames,253237,361.0
2005-09-01,kingston upon thames,256960,315.0
2005-10-01,kingston upon thames,252041,303.0
2005-11-01,kingston upon thames,253615,273.0
2005-12-01,kingston upon thames,251130,286.0
2006-01-01,kingston upon thames,255200,283.0
2006-02-01,kingston upon thames,253180,298.0
2006-03-01,kingston upon thames,254284,318.0
2006-04-01,kingston upon thames,254843,297.0
2006-05-01,kingston upon thames,258061,339.0
2006-06-01,kingston upon thames,264705,350.0
2006-07-01,kingston upon thames,266619,400.0
2006-08-01,kingston upon thames,271132,438.0
2006-09-01,kingston upon thames,270980,405.0
2006-10-01,kingston upon thames,275061,384.0
2006-11-01,kingston upon thames,274154,352.0
2006-12-01,kingston upon thames,277785,361.0
2007-01-01,kingston upon thames,278832,262.0
2007-02-01,kingston upon thames,284563,294.0
2007-03-01,kingston upon thames,289235,348.0
2007-04-01,kingston upon thames,294524,344.0
2007-05-01,kingston upon thames,299721,350.0
2007-06-01,kingston upon thames,304342,354.0
2007-07-01,kingston upon thames,310981,396.0
2007-08-01,kingston upon thames,316737,388.0
2007-09-01,kingston upon thames,321174,341.0
2007-10-01,kingston upon thames,324522,341.0
2007-11-01,kingston upon thames,324972,303.0
2007-12-01,kingston upon thames,325149,189.0
2008-01-01,kingston upon thames,321799,159.0
2008-02-01,kingston upon thames,321374,163.0
2008-03-01,kingston upon thames,317365,160.0
2008-04-01,kingston upon thames,318958,179.0
2008-05-01,kingston upon thames,315910,182.0
2008-06-01,kingston upon thames,320612,157.0
2008-07-01,kingston upon thames,317350,161.0
2008-08-01,kingston upon thames,313744,139.0
2008-09-01,kingston upon thames,305354,111.0
2008-10-01,kingston upon thames,297327,124.0
2008-11-01,kingston upon thames,291456,72.0
2008-12-01,kingston upon thames,283509,80.0
2009-01-01,kingston upon thames,275113,90.0
2009-02-01,kingston upon thames,261903,68.0
2009-03-01,kingston upon thames,251763,90.0
2009-04-01,kingston upon thames,248155,112.0
2009-05-01,kingston upon thames,253003,157.0
2009-06-01,kingston upon thames,255067,121.0
2009-07-01,kingston upon thames,261318,222.0
2009-08-01,kingston upon thames,268167,175.0
2009-09-01,kingston upon thames,277842,204.0
2009-10-01,kingston upon thames,282397,195.0
2009-11-01,kingston upon thames,283163,211.0
2009-12-01,kingston upon thames,283400,221.0
