date,area,average_price,houses_sold
2013-02-01,hillingdon,262471,215.0
2013-03-01,hillingdon,261561,278.0
2013-04-01,hillingdon,263019,210.0
2013-05-01,hillingdon,268040,251.0
2013-06-01,hillingdon,271751,257.0
2013-07-01,hillingdon,272369,330.0
2013-08-01,hillingdon,271615,304.0
2013-09-01,hillingdon,273029,303.0
2013-10-01,hillingdon,276683,332.0
2013-11-01,hillingdon,278967,359.0
2013-12-01,hillingdon,282296,322.0
2014-01-01,hillingdon,282892,340.0
2014-02-01,hillingdon,286928,288.0
2014-03-01,hillingdon,287162,291.0
2014-04-01,hillingdon,291282,278.0
2014-05-01,hillingdon,300060,299.0
2014-06-01,hillingdon,307903,305.0
2014-07-01,hillingdon,313332,309.0
2014-08-01,hillingdon,315051,335.0
2014-09-01,hillingdon,318437,333.0
2014-10-01,hillingdon,320560,338.0
2014-11-01,hillingdon,321914,354.0
2014-12-01,hillingdon,323862,361.0
2015-01-01,hillingdon,330607,244.0
2015-02-01,hillingdon,335058,292.0
2015-03-01,hillingdon,338726,270.0
2015-04-01,hillingdon,339858,256.0
2015-05-01,hillingdon,342641,280.0
2015-06-01,hillingdon,345462,333.0
2015-07-01,hillingdon,348922,416.0
2015-08-01,hillingdon,357137,368.0
2015-09-01,hillingdon,364789,372.0
2015-10-01,hillingdon,373030,386.0
2015-11-01,hillingdon,376566,320.0
2015-12-01,hillingdon,380185,302.0
2016-01-01,hillingdon,384181,271.0
2016-02-01,hillingdon,390840,274.0
2016-03-01,hillingdon,393897,604.0
2016-04-01,hillingdon,394462,172.0
2016-05-01,hillingdon,397012,210.0
2016-06-01,hillingdon,401761,249.0
2016-07-01,hillingdon,407913,281.0
2016-08-01,hillingdon,407473,351.0
2016-09-01,hillingdon,405838,235.0
2016-10-01,hillingdon,406859,252.0
2016-11-01,hillingdon,407782,286.0
2016-12-01,hillingdon,411479,241.0
2017-01-01,hillingdon,410397,211.0
2017-02-01,hillingdon,414500,236.0
2017-03-01,hillingdon,413466,274.0
2017-04-01,hillingdon,411933,234.0
2017-05-01,hillingdon,409104,308.0
2017-06-01,hillingdon,410610,294.0
2017-07-01,hillingdon,415980,284.0
2017-08-01,hillingdon,414570,354.0
2017-09-01,hillingdon,419452,286.0
2017-10-01,hillingdon,418375,265.0
2017-11-01,hillingdon,415390,279.0
2017-12-01,hillingdon,409263,286.0
2018-01-01,hillingdon,404925,223.0
2018-02-01,hillingdon,407208,236.0
2018-03-01,hillingdon,406259,277.0
2018-04-01,hillingdon,408618,249.0
2018-05-01,hillingdon,411591,204.0
2018-06-01,hillingdon,415960,236.0
2018-07-01,hillingdon,416300,241.0
2018-08-01,hillingdon,414743,312.0
2018-09-01,hillingdon,410924,251.0
2018-10-01,hillingdon,408510,284.0
2018-11-01,hillingdon,407232,285.0
2018-12-01,hillingdon,410922,219.0
2019-01-01,hillingdon,413405,211.0
2019-02-01,hillingdon,414256,174.0
2019-03-01,hillingdon,410380,248.0
2019-04-01,hillingdon,405309,210.0
2019-05-01,hillingdon,401452,254.0
2019-06-01,hillingdon,395374,262.0
2019-07-01,hillingdon,398057,217.0
2019-08-01,hillingdon,396258,261.0
2019-09-01,hillingdon,404082,221.0
2019-10-01,hillingdon,403438,270.0
2019-11-01,hillingdon,408048,216.0
1995-01-01,hounslow,72232,175.0
1995-02-01,hounslow,71052,145.0
1995-03-01,hounslow,72098,263.0
1995-04-01,hounslow,71890,211.0
1995-05-01,hounslow,72877,233.0
1995-06-01,hounslow,72331,350.0
1995-07-01,hounslow,73718,328.0
1995-08-01,hounslow,74480,372.0
1995-09-01,hounslow,74427,344.0
1995-10-01,hounslow,73643,322.0
1995-11-01,hounslow,73047,359.0
1995-12-01,hounslow,73499,349.0
1996-01-01,hounslow,73377,226.0
1996-02-01,hounslow,73082,256.0
1996-03-01,hounslow,71603,293.0
1996-04-01,hounslow,71630,301.0
1996-05-01,hounslow,72829,346.0
1996-06-01,hounslow,74539,373.0
1996-07-01,hounslow,75037,380.0
1996-08-01,hounslow,73861,363.0
1996-09-01,hounslow,74747,280.0
1996-10-01,hounslow,73999,331.0
1996-11-01,hounslow,75191,371.0
1996-12-01,hounslow,76746,341.0
1997-01-01,hounslow,78300,290.0
1997-02-01,hounslow,77535,312.0
1997-03-01,hounslow,77908,328.0
1997-04-01,hounslow,81008,341.0
1997-05-01,hounslow,84064,349.0
1997-06-01,hounslow,84383,382.0
1997-07-01,hounslow,85577,429.0
1997-08-01,hounslow,86594,436.0
1997-09-01,hounslow,88805,368.0
1997-10-01,hounslow,88643,431.0
1997-11-01,hounslow,90149,355.0
1997-12-01,hounslow,91463,399.0
1998-01-01,hounslow,93428,211.0
1998-02-01,hounslow,96347,237.0
1998-03-01,hounslow,96431,304.0
1998-04-01,hounslow,98462,284.0
1998-05-01,hounslow,98010,310.0
1998-06-01,hounslow,100370,301.0
1998-07-01,hounslow,100864,360.0
1998-08-01,hounslow,102692,327.0
1998-09-01,hounslow,103553,272.0
1998-10-01,hounslow,103557,308.0
1998-11-01,hounslow,102070,275.0
1998-12-01,hounslow,101169,303.0
1999-01-01,hounslow,101234,241.0
1999-02-01,hounslow,102182,263.0
1999-03-01,hounslow,102927,349.0
1999-04-01,hounslow,104553,319.0
1999-05-01,hounslow,107062,320.0
1999-06-01,hounslow,110970,366.0
1999-07-01,hounslow,114021,423.0
1999-08-01,hounslow,117901,413.0
1999-09-01,hounslow,119391,420.0
1999-10-01,hounslow,119750,411.0
1999-11-01,hounslow,121084,321.0
1999-12-01,hounslow,123809,351.0
2000-01-01,hounslow,128285,344.0
2000-02-01,hounslow,129268,323.0
2000-03-01,hounslow,130506,409.0
2000-04-01,hounslow,132160,335.0
2000-05-01,hounslow,133955,298.0
2000-06-01,hounslow,138854,394.0
2000-07-01,hounslow,141803,326.0
2000-08-01,hounslow,145402,372.0
2000-09-01,hounslow,144173,350.0
2000-10-01,hounslow,140048,296.0
2000-11-01,hounslow,137271,281.0
2000-12-01,hounslow,137773,309.0
2001-01-01,hounslow,143069,321.0
2001-02-01,hounslow,146554,273.0
2001-03-01,hounslow,147969,364.0
2001-04-01,hounslow,147752,357.0
2001-05-01,hounslow,150816,382.0
2001-06-01,hounslow,151510,439.0
2001-07-01,hounslow,155179,436.0
2001-08-01,hounslow,157799,475.0
2001-09-01,hounslow,161880,402.0
2001-10-01,hounslow,161090,347.0
2001-11-01,hounslow,160576,327.0
2001-12-01,hounslow,159282,318.0
2002-01-01,hounslow,163947,275.0
2002-02-01,hounslow,165021,257.0
2002-03-01,hounslow,165963,353.0
2002-04-01,hounslow,164996,358.0
2002-05-01,hounslow,167564,567.0
2002-06-01,hounslow,172347,425.0
2002-07-01,hounslow,176279,527.0
2002-08-01,hounslow,179637,442.0
2002-09-01,hounslow,183865,418.0
2002-10-01,hounslow,185642,401.0
2002-11-01,hounslow,187485,422.0
2002-12-01,hounslow,188839,412.0
2003-01-01,hounslow,192798,314.0
2003-02-01,hounslow,193996,286.0
2003-03-01,hounslow,193665,275.0
2003-04-01,hounslow,191366,289.0
2003-05-01,hounslow,193575,373.0
2003-06-01,hounslow,196987,379.0
2003-07-01,hounslow,202809,411.0
2003-08-01,hounslow,202840,412.0
2003-09-01,hounslow,203449,429.0
2003-10-01,hounslow,200921,425.0
2003-11-01,hounslow,202797,478.0
2003-12-01,hounslow,203931,478.0
2004-01-01,hounslow,206356,346.0
2004-02-01,hounslow,207010,352.0
2004-03-01,hounslow,206206,405.0
2004-04-01,hounslow,208915,415.0
2004-05-01,hounslow,213997,363.0
2004-06-01,hounslow,217887,451.0
2004-07-01,hounslow,217673,490.0
2004-08-01,hounslow,218651,421.0
2004-09-01,hounslow,223480,407.0
2004-10-01,hounslow,225262,353.0
2004-11-01,hounslow,223434,319.0
2004-12-01,hounslow,221054,287.0
2005-01-01,hounslow,222306,232.0
2005-02-01,hounslow,222042,194.0
2005-03-01,hounslow,220400,249.0
2005-04-01,hounslow,218101,256.0
2005-05-01,hounslow,222725,293.0
2005-06-01,hounslow,223951,342.0
2005-07-01,hounslow,226293,333.0
2005-08-01,hounslow,222772,371.0
2005-09-01,hounslow,225055,350.0
2005-10-01,hounslow,224672,283.0
2005-11-01,hounslow,224167,359.0
2005-12-01,hounslow,222567,358.0
2006-01-01,hounslow,226229,294.0
2006-02-01,hounslow,229422,279.0
2006-03-01,hounslow,231388,386.0
2006-04-01,hounslow,233698,299.0
2006-05-01,hounslow,235850,345.0
2006-06-01,hounslow,238417,509.0
2006-07-01,hounslow,237017,472.0
2006-08-01,hounslow,239946,432.0
2006-09-01,hounslow,242959,444.0
2006-10-01,hounslow,245179,419.0
2006-11-01,hounslow,243649,431.0
2006-12-01,hounslow,240781,431.0
2007-01-01,hounslow,242750,357.0
2007-02-01,hounslow,245807,347.0
2007-03-01,hounslow,250858,456.0
2007-04-01,hounslow,250972,359.0
2007-05-01,hounslow,254344,390.0
2007-06-01,hounslow,254536,546.0
2007-07-01,hounslow,263445,434.0
2007-08-01,hounslow,267987,466.0
2007-09-01,hounslow,273453,355.0
2007-10-01,hounslow,274299,392.0
2007-11-01,hounslow,271777,417.0
2007-12-01,hounslow,272510,271.0
2008-01-01,hounslow,272960,215.0
2008-02-01,hounslow,272482,243.0
2008-03-01,hounslow,271909,171.0
2008-04-01,hounslow,268103,236.0
2008-05-01,hounslow,273949,199.0
2008-06-01,hounslow,272923,284.0
2008-07-01,hounslow,270126,193.0
2008-08-01,hounslow,262571,171.0
2008-09-01,hounslow,257276,174.0
2008-10-01,hounslow,253429,139.0
2008-11-01,hounslow,242430,122.0
2008-12-01,hounslow,237189,148.0
2009-01-01,hounslow,234464,91.0
2009-02-01,hounslow,234540,88.0
2009-03-01,hounslow,228490,90.0
2009-04-01,hounslow,224855,95.0
2009-05-01,hounslow,225354,120.0
2009-06-01,hounslow,229195,169.0
2009-07-01,hounslow,234915,183.0
2009-08-01,hounslow,242600,176.0
2009-09-01,hounslow,245612,197.0
2009-10-01,hounslow,245171,197.0
2009-11-01,hounslow,243704,191.0
2009-12-01,hounslow,246012,214.0
2010-01-01,hounslow,250675,163.0
2010-02-01,hounslow,253149,195.0
2010-03-01,hounslow,254112,192.0
2010-04-01,hounslow,252274,166.0
2010-05-01,hounslow,252847,201.0
2010-06-01,hounslow,253418,256.0
2010-07-01,hounslow,260724,233.0
2010-08-01,hounslow,264627,225.0
2010-09-01,hounslow,271362,212.0
2010-10-01,hounslow,262231,195.0
2010-11-01,hounslow,258706,230.0
2010-12-01,hounslow,255270,190.0
2011-01-01,hounslow,258298,154.0
2011-02-01,hounslow,261282,155.0
2011-03-01,hounslow,264642,145.0
2011-04-01,hounslow,266789,190.0
2011-05-01,hounslow,267343,171.0
2011-06-01,hounslow,264469,208.0
2011-07-01,hounslow,265635,247.0
2011-08-01,hounslow,268776,229.0
2011-09-01,hounslow,269441,222.0
2011-10-01,hounslow,268204,173.0
2011-11-01,hounslow,261370,186.0
2011-12-01,hounslow,259015,214.0
2012-01-01,hounslow,257406,180.0
2012-02-01,hounslow,260828,174.0
2012-03-01,hounslow,257915,265.0
2012-04-01,hounslow,260540,160.0
2012-05-01,hounslow,262525,180.0
2012-06-01,hounslow,267725,214.0
2012-07-01,hounslow,272301,184.0
2012-08-01,hounslow,273858,217.0
2012-09-01,hounslow,276542,191.0
2012-10-01,hounslow,276191,183.0
2012-11-01,hounslow,275008,252.0
2012-12-01,hounslow,274659,169.0
2013-01-01,hounslow,272498,181.0
2013-02-01,hounslow,270717,189.0
2013-03-01,hounslow,278596,187.0
2013-04-01,hounslow,286086,176.0
2013-05-01,hounslow,293606,208.0
2013-06-01,hounslow,290398,239.0
2013-07-01,hounslow,291505,273.0
2013-08-01,hounslow,296701,271.0
2013-09-01,hounslow,300388,261.0
2013-10-01,hounslow,303709,300.0
2013-11-01,hounslow,301046,306.0
2013-12-01,hounslow,301678,259.0
2014-01-01,hounslow,302920,257.0
2014-02-01,hounslow,303206,254.0
2014-03-01,hounslow,306569,264.0
2014-04-01,hounslow,304119,285.0
2014-05-01,hounslow,309377,298.0
2014-06-01,hounslow,313803,317.0
2014-07-01,hounslow,331298,272.0
2014-08-01,hounslow,341611,263.0
2014-09-01,hounslow,347664,273.0
2014-10-01,hounslow,346246,281.0
2014-11-01,hounslow,345727,280.0
2014-12-01,hounslow,341770,291.0
2015-01-01,hounslow,335140,266.0
2015-02-01,hounslow,329890,207.0
2015-03-01,hounslow,335900,240.0
2015-04-01,hounslow,339849,229.0
2015-05-01,hounslow,347485,280.0
2015-06-01,hounslow,349265,319.0
2015-07-01,hounslow,354912,305.0
2015-08-01,hounslow,358655,275.0
2015-09-01,hounslow,365749,313.0
2015-10-01,hounslow,364875,342.0
2015-11-01,hounslow,366734,277.0
2015-12-01,hounslow,368802,280.0
2016-01-01,hounslow,375818,192.0
2016-02-01,hounslow,376991,204.0
2016-03-01,hounslow,382232,490.0
2016-04-01,hounslow,383043,189.0
2016-05-01,hounslow,392697,167.0
2016-06-01,hounslow,388955,231.0
2016-07-01,hounslow,395611,205.0
2016-08-01,hounslow,398008,211.0
2016-09-01,hounslow,388796,289.0
2016-10-01,hounslow,384391,264.0
2016-11-01,hounslow,379542,251.0
2016-12-01,hounslow,391460,251.0
2017-01-01,hounslow,399157,158.0
2017-02-01,hounslow,400437,178.0
2017-03-01,hounslow,410459,257.0
2017-04-01,hounslow,410358,199.0
2017-05-01,hounslow,404889,171.0
2017-06-01,hounslow,395163,217.0
2017-07-01,hounslow,394568,183.0
2017-08-01,hounslow,402393,232.0
2017-09-01,hounslow,397360,305.0
2017-10-01,hounslow,397339,266.0
2017-11-01,hounslow,394683,265.0
2017-12-01,hounslow,404048,229.0
2018-01-01,hounslow,402928,204.0
2018-02-01,hounslow,401662,159.0
2018-03-01,hounslow,393946,207.0
2018-04-01,hounslow,387621,160.0
2018-05-01,hounslow,390499,155.0
2018-06-01,hounslow,399965,202.0
2018-07-01,hounslow,404184,235.0
2018-08-01,hounslow,396290,232.0
2018-09-01,hounslow,388292,201.0
2018-10-01,hounslow,392468,192.0
2018-11-01,hounslow,400685,202.0
2018-12-01,hounslow,401033,153.0
2019-01-01,hounslow,397052,158.0
2019-02-01,hounslow,390405,146.0
2019-03-01,hounslow,393727,167.0
2019-04-01,hounslow,395993,155.0
2019-05-01,hounslow,398862,132.0
2019-06-01,hounslow,401748,138.0
2019-07-01,hounslow,398001,129.0
2019-08-01,hounslow,402410,185.0
2019-09-01,hounslow,406757,167.0
2019-10-01,hounslow,413672,206.0
2019-11-01,hounslow,410452,173.0
1995-01-01,islington,92516,90.0
1995-02-01,islington,94342,102.0
1995-03-01,islington,93466,140.0
1995-04-01,islington,93344,125.0
1995-05-01,islington,94346,139.0
1995-06-01,islington,97429,184.0
1995-07-01,islington,98976,186.0
1995-08-01,islington,98951,154.0
1995-09-01,islington,99583,162.0
1995-10-01,islington,97580,146.0
1995-11-01,islington,95030,125.0
1995-12-01,islington,91095,146.0
1996-01-01,islington,89406,128.0
1996-02-01,islington,89930,129.0
1996-03-01,islington,90158,164.0
1996-04-01,islington,94201,164.0
1996-05-01,islington,97260,162.0
1996-06-01,islington,99610,201.0
1996-07-01,islington,100538,265.0
1996-08-01,islington,100572,233.0
1996-09-01,islington,99715,210.0
1996-10-01,islington,100372,217.0
1996-11-01,islington,100404,251.0
1996-12-01,islington,102669,222.0
1997-01-01,islington,106085,230.0
1997-02-01,islington,108100,192.0
1997-03-01,islington,111170,217.0
1997-04-01,islington,112635,249.0
1997-05-01,islington,114851,278.0
1997-06-01,islington,116421,318.0
1997-07-01,islington,117486,313.0
1997-08-01,islington,118041,292.0
1997-09-01,islington,118745,228.0
1997-10-01,islington,119595,255.0
1997-11-01,islington,121457,216.0
1997-12-01,islington,122034,256.0
1998-01-01,islington,122749,246.0
1998-02-01,islington,124117,203.0
1998-03-01,islington,124790,223.0
1998-04-01,islington,127269,222.0
1998-05-01,islington,131978,284.0
1998-06-01,islington,139643,278.0
1998-07-01,islington,143693,288.0
1998-08-01,islington,143531,256.0
1998-09-01,islington,141481,281.0
1998-10-01,islington,137820,299.0
1998-11-01,islington,137652,235.0
1998-12-01,islington,135066,278.0
1999-01-01,islington,135270,220.0
1999-02-01,islington,137961,245.0
1999-03-01,islington,142815,283.0
1999-04-01,islington,149722,252.0
1999-05-01,islington,152447,274.0
1999-06-01,islington,154915,381.0
1999-07-01,islington,155872,439.0
1999-08-01,islington,161064,321.0
1999-09-01,islington,166652,327.0
1999-10-01,islington,169146,276.0
1999-11-01,islington,170172,313.0
1999-12-01,islington,171040,352.0
2000-01-01,islington,174119,181.0
2000-02-01,islington,177761,188.0
2000-03-01,islington,180996,276.0
2000-04-01,islington,187454,246.0
2000-05-01,islington,191388,289.0
2000-06-01,islington,195606,306.0
2000-07-01,islington,201103,285.0
2000-08-01,islington,199567,236.0
2000-09-01,islington,198954,246.0
2000-10-01,islington,196817,201.0
2000-11-01,islington,202011,240.0
2000-12-01,islington,205834,200.0
2001-01-01,islington,204628,213.0
2001-02-01,islington,202308,212.0
2001-03-01,islington,206572,248.0
2001-04-01,islington,213431,253.0
2001-05-01,islington,221715,250.0
2001-06-01,islington,224506,293.0
2001-07-01,islington,228078,384.0
2001-08-01,islington,228758,338.0
2001-09-01,islington,229523,252.0
2001-10-01,islington,227413,301.0
2001-11-01,islington,226131,286.0
2001-12-01,islington,224757,229.0
2002-01-01,islington,226068,186.0
2002-02-01,islington,231520,190.0
2002-03-01,islington,238189,241.0
2002-04-01,islington,245034,247.0
2002-05-01,islington,246648,371.0
2002-06-01,islington,248584,257.0
2002-07-01,islington,249039,358.0
2002-08-01,islington,253403,368.0
2002-09-01,islington,258495,289.0
2002-10-01,islington,258255,237.0
2002-11-01,islington,260017,290.0
2002-12-01,islington,257882,273.0
2003-01-01,islington,264412,188.0
2003-02-01,islington,258846,173.0
2003-03-01,islington,256381,235.0
2003-04-01,islington,250831,188.0
2003-05-01,islington,256521,215.0
2003-06-01,islington,255116,236.0
2003-07-01,islington,263354,228.0
2003-08-01,islington,269031,292.0
2003-09-01,islington,272336,244.0
2003-10-01,islington,265432,277.0
2003-11-01,islington,263284,256.0
2003-12-01,islington,269480,272.0
2004-01-01,islington,274778,234.0
2004-02-01,islington,275434,216.0
2004-03-01,islington,277706,263.0
2004-04-01,islington,282088,313.0
2004-05-01,islington,285108,239.0
2004-06-01,islington,282674,272.0
2004-07-01,islington,287037,348.0
2004-08-01,islington,292355,253.0
2004-09-01,islington,295199,251.0
2004-10-01,islington,292817,223.0
2004-11-01,islington,292578,184.0
2004-12-01,islington,293591,179.0
2005-01-01,islington,293762,139.0
2005-02-01,islington,288181,154.0
2005-03-01,islington,288641,181.0
2005-04-01,islington,288103,233.0
2005-05-01,islington,291803,233.0
2005-06-01,islington,295461,261.0
2005-07-01,islington,298333,300.0
2005-08-01,islington,302706,307.0
2005-09-01,islington,303348,325.0
2005-10-01,islington,303764,275.0
2005-11-01,islington,295605,265.0
2005-12-01,islington,291277,342.0
2006-01-01,islington,294170,224.0
2006-02-01,islington,303689,241.0
2006-03-01,islington,310486,310.0
2006-04-01,islington,318786,261.0
2006-05-01,islington,323469,306.0
2006-06-01,islington,324999,398.0
2006-07-01,islington,318535,367.0
2006-08-01,islington,322125,403.0
2006-09-01,islington,326007,460.0
2006-10-01,islington,336427,340.0
2006-11-01,islington,327602,335.0
2006-12-01,islington,329443,330.0
2007-01-01,islington,333999,298.0
2007-02-01,islington,349878,247.0
2007-03-01,islington,354272,367.0
2007-04-01,islington,359539,294.0
2007-05-01,islington,369616,268.0
2007-06-01,islington,390211,347.0
2007-07-01,islington,399124,352.0
2007-08-01,islington,411567,408.0
2007-09-01,islington,415463,343.0
2007-10-01,islington,419155,274.0
2007-11-01,islington,412009,286.0
2007-12-01,islington,413153,222.0
2008-01-01,islington,408031,205.0
2008-02-01,islington,407776,225.0
2008-03-01,islington,402113,206.0
2008-04-01,islington,402948,194.0
2008-05-01,islington,399480,214.0
2008-06-01,islington,391881,205.0
2008-07-01,islington,394994,186.0
2008-08-01,islington,384846,217.0
2008-09-01,islington,385328,166.0
2008-10-01,islington,368259,146.0
2008-11-01,islington,354036,177.0
2008-12-01,islington,341817,133.0
2009-01-01,islington,329224,93.0
2009-02-01,islington,332314,120.0
2009-03-01,islington,326811,132.0
2009-04-01,islington,331763,134.0
2009-05-01,islington,328389,127.0
2009-06-01,islington,331470,171.0
2009-07-01,islington,339509,283.0
2009-08-01,islington,355363,242.0
2009-09-01,islington,368899,260.0
2009-10-01,islington,371504,248.0
2009-11-01,islington,367154,271.0
2009-12-01,islington,361012,268.0
2010-01-01,islington,368461,183.0
2010-02-01,islington,382429,187.0
2010-03-01,islington,389436,229.0
2010-04-01,islington,393892,205.0
2010-05-01,islington,393357,229.0
2010-06-01,islington,400083,259.0
2010-07-01,islington,403080,273.0
2010-08-01,islington,405537,287.0
2010-09-01,islington,412468,247.0
2010-10-01,islington,407174,229.0
2010-11-01,islington,412746,264.0
2010-12-01,islington,407998,210.0
2011-01-01,islington,416960,199.0
2011-02-01,islington,408596,153.0
2011-03-01,islington,411201,198.0
2011-04-01,islington,428175,175.0
2011-05-01,islington,424732,170.0
2011-06-01,islington,425166,214.0
2011-07-01,islington,417268,245.0
2011-08-01,islington,431157,269.0
2011-09-01,islington,439120,284.0
2011-10-01,islington,431861,195.0
2011-11-01,islington,429756,229.0
2011-12-01,islington,425253,246.0
2012-01-01,islington,428084,213.0
2012-02-01,islington,433723,224.0
2012-03-01,islington,435820,221.0
2012-04-01,islington,440525,194.0
2012-05-01,islington,453351,234.0
2012-06-01,islington,454417,274.0
2012-07-01,islington,435077,291.0
2012-08-01,islington,423993,292.0
2012-09-01,islington,429896,251.0
2012-10-01,islington,446416,231.0
2012-11-01,islington,461722,225.0
2012-12-01,islington,462059,187.0
2013-01-01,islington,477205,167.0
2013-02-01,islington,467113,165.0
2013-03-01,islington,473635,226.0
2013-04-01,islington,475031,166.0
2013-05-01,islington,479123,238.0
2013-06-01,islington,485856,278.0
2013-07-01,islington,491034,320.0
2013-08-01,islington,505021,316.0
2013-09-01,islington,510600,250.0
2013-10-01,islington,515581,278.0
2013-11-01,islington,529150,300.0
2013-12-01,islington,539846,294.0
2014-01-01,islington,548119,220.0
2014-02-01,islington,551565,206.0
2014-03-01,islington,557872,214.0
2014-04-01,islington,558630,225.0
2014-05-01,islington,570688,264.0
2014-06-01,islington,581267,262.0
2014-07-01,islington,599523,310.0
2014-08-01,islington,610837,249.0
2014-09-01,islington,620725,228.0
2014-10-01,islington,616689,223.0
2014-11-01,islington,601115,187.0
2014-12-01,islington,605026,288.0
2015-01-01,islington,616322,174.0
2015-02-01,islington,636242,168.0
2015-03-01,islington,630006,235.0
2015-04-01,islington,641172,209.0
2015-05-01,islington,644322,172.0
2015-06-01,islington,651604,215.0
2015-07-01,islington,646180,214.0
2015-08-01,islington,646005,222.0
2015-09-01,islington,657610,194.0
2015-10-01,islington,656970,184.0
2015-11-01,islington,652896,197.0
2015-12-01,islington,638445,198.0
2016-01-01,islington,638496,170.0
2016-02-01,islington,628362,172.0
2016-03-01,islington,646021,529.0
2016-04-01,islington,640534,163.0
2016-05-01,islington,645784,141.0
2016-06-01,islington,632660,153.0
2016-07-01,islington,648907,221.0
2016-08-01,islington,657819,161.0
2016-09-01,islington,647014,163.0
2016-10-01,islington,634621,156.0
2016-11-01,islington,637573,148.0
2016-12-01,islington,647853,163.0
2017-01-01,islington,639571,133.0
2017-02-01,islington,622393,115.0
2017-03-01,islington,621583,158.0
2017-04-01,islington,638977,127.0
2017-05-01,islington,659548,116.0
2017-06-01,islington,665437,173.0
2017-07-01,islington,667847,151.0
2017-08-01,islington,673655,167.0
2017-09-01,islington,670683,160.0
2017-10-01,islington,657949,127.0
2017-11-01,islington,644362,132.0
2017-12-01,islington,639371,135.0
2018-01-01,islington,652264,120.0
2018-02-01,islington,646991,117.0
2018-03-01,islington,651933,133.0
2018-04-01,islington,637412,124.0
2018-05-01,islington,651023,131.0
2018-06-01,islington,655134,119.0
2018-07-01,islington,677798,159.0
2018-08-01,islington,667866,190.0
2018-09-01,islington,660512,188.0
2018-10-01,islington,634943,155.0
2018-11-01,islington,636823,171.0
2018-12-01,islington,625190,145.0
2019-01-01,islington,635328,128.0
2019-02-01,islington,627120,156.0
2019-03-01,islington,627543,165.0
2019-04-01,islington,619883,129.0
2019-05-01,islington,623358,142.0
2019-06-01,islington,627183,143.0
2019-07-01,islington,632614,168.0
2019-08-01,islington,649329,172.0
2019-09-01,islington,656948,115.0
2019-10-01,islington,645971,142.0
2019-11-01,islington,629164,130.0
1995-01-01,kensington and chelsea,182695,324.0
1995-02-01,kensington and chelsea,182345,207.0
1995-03-01,kensington and chelsea,182879,318.0
1995-04-01,kensington and chelsea,184177,293.0
1995-05-01,kensington and chelsea,191474,274.0
1995-06-01,kensington and chelsea,197266,294.0
1995-07-01,kensington and chelsea,197963,314.0
1995-08-01,kensington and chelsea,198037,279.0
1995-09-01,kensington and chelsea,197048,287.0
1995-10-01,kensington and chelsea,200006,243.0
1995-11-01,kensington and chelsea,199675,269.0
1995-12-01,kensington and chelsea,200722,304.0
1996-01-01,kensington and chelsea,198312,257.0
1996-02-01,kensington and chelsea,195950,220.0
1996-03-01,kensington and chelsea,197477,293.0
1996-04-01,kensington and chelsea,201218,324.0
1996-05-01,kensington and chelsea,202341,366.0
1996-06-01,kensington and chelsea,199343,305.0
1996-07-01,kensington and chelsea,207443,440.0
1996-08-01,kensington and chelsea,209218,426.0
1996-09-01,kensington and chelsea,220388,411.0
1996-10-01,kensington and chelsea,217286,364.0
1996-11-01,kensington and chelsea,223197,425.0
1996-12-01,kensington and chelsea,213709,440.0
1997-01-01,kensington and chelsea,225231,428.0
1997-02-01,kensington and chelsea,230873,375.0
1997-03-01,kensington and chelsea,237079,359.0
1997-04-01,kensington and chelsea,238468,410.0
1997-05-01,kensington and chelsea,236535,433.0
1997-06-01,kensington and chelsea,247303,439.0
1997-07-01,kensington and chelsea,254978,478.0
1997-08-01,kensington and chelsea,257691,357.0
1997-09-01,kensington and chelsea,256336,419.0
1997-10-01,kensington and chelsea,251863,341.0
1997-11-01,kensington and chelsea,258398,334.0
1997-12-01,kensington and chelsea,265112,334.0
1998-01-01,kensington and chelsea,269224,315.0
1998-02-01,kensington and chelsea,270629,236.0
1998-03-01,kensington and chelsea,265000,355.0
1998-04-01,kensington and chelsea,270216,334.0
1998-05-01,kensington and chelsea,273275,334.0
1998-06-01,kensington and chelsea,277600,358.0
1998-07-01,kensington and chelsea,272128,395.0
1998-08-01,kensington and chelsea,271068,356.0
1998-09-01,kensington and chelsea,266527,369.0
1998-10-01,kensington and chelsea,262419,349.0
1998-11-01,kensington and chelsea,255844,341.0
1998-12-01,kensington and chelsea,266271,339.0
1999-01-01,kensington and chelsea,278269,292.0
1999-02-01,kensington and chelsea,289467,267.0
1999-03-01,kensington and chelsea,285638,428.0
1999-04-01,kensington and chelsea,283232,446.0
1999-05-01,kensington and chelsea,291011,398.0
1999-06-01,kensington and chelsea,300774,491.0
1999-07-01,kensington and chelsea,309698,515.0
1999-08-01,kensington and chelsea,317394,460.0
1999-09-01,kensington and chelsea,333918,485.0
1999-10-01,kensington and chelsea,341202,395.0
1999-11-01,kensington and chelsea,352620,412.0
1999-12-01,kensington and chelsea,354241,428.0
2000-01-01,kensington and chelsea,355951,385.0
2000-02-01,kensington and chelsea,352516,355.0
2000-03-01,kensington and chelsea,360878,484.0
2000-04-01,kensington and chelsea,376493,425.0
2000-05-01,kensington and chelsea,382489,375.0
2000-06-01,kensington and chelsea,372276,374.0
2000-07-01,kensington and chelsea,384497,312.0
2000-08-01,kensington and chelsea,388375,294.0
