,borough,year,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+,houses_sold,average_price,all_ages_change,all_ages_pct_change,minor_change,minor_pct_change,18_24_change,18_24_pct_change,25_34_change,25_34_pct_change,35_44_change,35_44_pct_change,45_54_change,45_54_pct_change,55_64_change,55_64_pct_change,65+_change,65+_pct_change,houses_sold_change,houses_sold_pct_change,average_price_change,average_price_pct_change
159,hackney,2007,224481,54937,26529,50276,37422,23411,14523,17380,3555,290396,4288.0,0.019473825235134523,202.0,0.0036905088152006105,900.0,0.035116469624253854,2019.0,0.04183848975278193,376.0,0.010149543810397788,801.0,0.03542680229986739,285.0,0.02001685630004224,-281.0,-0.015910763829907748,166.0,0.04898200059014468,37142.0,0.1466590853451475
160,hackney,2008,231041,54991,27646,53960,37935,24379,14857,17266,1691,311770,6560.0,0.029222963190648654,54.0,0.0009829440996049765,1117.0,0.042104866372648875,3684.0,0.07327551913437813,513.0,0.013708513708513781,968.0,0.04134808423390712,334.0,0.022998003167389758,-114.0,-0.006559263521288883,-1864.0,-0.5243319268635724,21374.0,0.07360294218928631
161,hackney,2009,236621,55339,27578,57566,38384,25138,15214,17392,1852,282240,5580.0,0.024151557515765587,348.0,0.0063283082686258485,-68.0,-0.0024596686681617186,3606.0,0.0668272794662712,449.0,0.011836035323579797,759.0,0.031133352475491094,357.0,0.02402907720266545,126.0,0.007297579057106374,161.0,0.09520993494973395,-29530.0,-0.09471725951823462
162,hackney,2010,241739,55999,27209,60831,38542,26038,15739,17380,2187,300491,5118.0,0.021629525697212104,660.0,0.011926489455899025,-369.0,-0.013380230618609046,3265.0,0.05671750686168919,158.0,0.004116298457690792,900.0,0.03580237091256255,525.0,0.03450769028526368,-12.0,-0.000689972401103911,335.0,0.18088552915766742,18251.0,0.06466482426303855
163,hackney,2011,247183,56462,26519,64772,38905,26825,16250,17426,2217,308698,5444.0,0.022520156036055505,463.0,0.008268004785799699,-690.0,-0.025359256128486884,3941.0,0.06478604658808829,363.0,0.009418296922837355,787.0,0.03022505568784095,511.0,0.03246711989325868,46.0,0.0026467203682394302,30.0,0.013717421124828544,8207.0,0.027311966082178785
164,hackney,2012,252117,57778,24832,67524,39765,27766,16555,17871,2618,325492,4934.0,0.019960919642532104,1316.0,0.023307711381105767,-1687.0,-0.06361476677099442,2752.0,0.04248749459643064,860.0,0.022105127875594377,941.0,0.03507921714818263,305.0,0.01876923076923087,445.0,0.02553655457362569,401.0,0.1808750563824988,16794.0,0.054402684824650605
165,hackney,2013,257381,58951,23502,70067,40944,28545,16985,18320,2720,372669,5264.0,0.020879194976935356,1173.0,0.020301844992903773,-1330.0,-0.05355992268041232,2543.0,0.037660683608790935,1179.0,0.029649188985288566,779.0,0.028055895699776734,430.0,0.025974025974025983,449.0,0.025124503385372865,102.0,0.03896103896103886,47177.0,0.144940582257014
166,hackney,2014,263150,59983,22605,71765,42949,29214,17759,18875,2918,456388,5769.0,0.022414241921509426,1032.0,0.017506064358534967,-897.0,-0.03816696451365842,1698.0,0.024233947507385833,2005.0,0.0489693239546698,669.0,0.023436678928008492,774.0,0.04556962025316458,555.0,0.03029475982532759,198.0,0.07279411764705879,83719.0,0.22464707287163677
167,hackney,2015,269009,61233,22224,72346,45327,29993,18554,19332,2922,506799,5859.0,0.022264867946038436,1250.0,0.020839237784038733,-381.0,-0.0168546781685468,581.0,0.008095868459555566,2378.0,0.055367994598244374,779.0,0.026665297460121806,795.0,0.044766034123542964,457.0,0.024211920529801256,4.0,0.001370801919122755,50411.0,0.11045645371920387
168,hammersmith and fulham,2002,171989,30923,18181,48244,27690,16870,12879,17202,3945,302459,,,,,,,,,,,,,,,,,,,,
169,hammersmith and fulham,2003,171510,31363,18203,46853,28251,16856,12952,17032,3332,318805,-479.0,-0.002785061835349989,440.0,0.014228891116644604,22.0,0.0012100544524502599,-1391.0,-0.02883260094519524,561.0,0.020260021668472294,-14.0,-0.0008298755186721962,73.0,0.005668141936485682,-170.0,-0.009882571793977446,-613.0,-0.15538656527249683,16346.0,0.05404368856605357
170,hammersmith and fulham,2004,172083,31295,18884,46267,28762,16996,13011,16868,3692,343381,573.0,0.0033409130662935826,-68.0,-0.002168159933679803,681.0,0.037411415700708606,-586.0,-0.012507203380786702,511.0,0.01808785529715773,140.0,0.008305647840531671,59.0,0.004555281037677661,-164.0,-0.009628933771723802,360.0,0.1080432172869148,24576.0,0.07708787503332748
171,hammersmith and fulham,2005,173292,31299,19407,46284,29302,17262,12967,16771,3189,362575,1209.0,0.007025679468628532,4.0,0.00012781594503907812,523.0,0.027695403516204253,17.0,0.00036743251129323085,540.0,0.018774772268965956,266.0,0.01565074135090616,-44.0,-0.0033817539005457364,-97.0,-0.005750533554659709,-503.0,-0.13624052004333698,19194.0,0.05589709389861408
172,hammersmith and fulham,2006,174675,31089,20052,46669,29424,17705,12993,16743,4105,397586,1383.0,0.007980749255591668,-210.0,-0.00670947953608747,645.0,0.03323543051476263,385.0,0.008318209316394487,122.0,0.004163538325028915,443.0,0.025663306685204557,26.0,0.002005089843448715,-28.0,-0.0016695486256037562,916.0,0.28723737848855446,35011.0,0.09656209060194443
173,hammersmith and fulham,2007,176472,31312,20863,46483,30054,18004,13259,16497,3776,474140,1797.0,0.010287677114641403,223.0,0.007172955064492337,811.0,0.040444843407141384,-186.0,-0.003985515009963803,630.0,0.02141109298531818,299.0,0.016887884778311157,266.0,0.020472562148849294,-246.0,-0.01469270740010753,-329.0,-0.08014616321559076,76554.0,0.19254702127338486
174,hammersmith and fulham,2008,177088,31624,21003,46421,29895,18482,13320,16343,1626,474947,616.0,0.003490638741556751,312.0,0.009964230965763932,140.0,0.0067104443272778536,-62.0,-0.0013338209668051215,-159.0,-0.005290477141145944,478.0,0.02654965563208167,61.0,0.004600648616034375,-154.0,-0.009335030611626327,-2150.0,-0.569385593220339,807.0,0.0017020289366009855
175,hammersmith and fulham,2009,180116,31974,21100,47283,30764,19074,13549,16372,1918,435456,3028.0,0.017098843512829864,350.0,0.011067543637743427,97.0,0.004618387849354866,862.0,0.018569182051226818,869.0,0.029068406087974674,592.0,0.03203116545828366,229.0,0.017192192192192257,29.0,0.0017744600134614874,292.0,0.1795817958179582,-39491.0,-0.08314822495983765
176,hammersmith and fulham,2010,180842,32257,20614,47433,30825,19606,13705,16402,2489,502256,726.0,0.004030735748073555,283.0,0.008850941389879186,-486.0,-0.02303317535545024,150.0,0.0031723875388618428,61.0,0.0019828370823040675,532.0,0.027891370451924136,156.0,0.011513764853494646,30.0,0.0018323967749815928,571.0,0.2977059436913452,66800.0,0.15340241034685476
177,hammersmith and fulham,2011,182445,32563,20239,48143,30869,20324,13783,16524,2691,518573,1603.0,0.00886409130622301,306.0,0.009486313048330697,-375.0,-0.018191520325992028,710.0,0.01496848185862154,44.0,0.0014274128142741649,718.0,0.03662144241558707,78.0,0.005691353520612896,122.0,0.007438117302767999,202.0,0.08115709120128556,16317.0,0.032487416775508926
178,hammersmith and fulham,2012,179850,32870,17996,46851,30460,21050,13636,16987,2596,567082,-2595.0,-0.014223464605771619,307.0,0.009427878266744516,-2243.0,-0.11082563367755327,-1292.0,-0.026836715618054563,-409.0,-0.013249538371829295,726.0,0.035721314701830265,-147.0,-0.010665312341289979,463.0,0.02801984991527484,-95.0,-0.03530286138981786,48509.0,0.09354324270642711
179,hammersmith and fulham,2013,178685,33328,16492,45543,30378,21605,13842,17497,3013,631529,-1165.0,-0.006477620239088155,458.0,0.0139336781259507,-1504.0,-0.08357412758390759,-1308.0,-0.02791829416661329,-82.0,-0.00269205515430071,555.0,0.026365795724465624,206.0,0.015107069521853811,510.0,0.030022958733148863,417.0,0.1606317411402156,64447.0,0.11364670365132379
180,hammersmith and fulham,2014,178365,33777,16085,43798,30317,22310,14090,17988,2870,721099,-320.0,-0.0017908610123961166,449.0,0.013472155544887121,-407.0,-0.024678632064031092,-1745.0,-0.03831543815734584,-61.0,-0.002008032128514081,705.0,0.032631335339041945,248.0,0.017916486056928083,491.0,0.0280619534777391,-143.0,-0.04746100232326589,89570.0,0.14183038308612916
181,hammersmith and fulham,2015,179410,34248,16387,42113,30729,22871,14597,18465,2448,760833,1045.0,0.005858772741288876,471.0,0.013944400035527105,302.0,0.01877525645010869,-1685.0,-0.0384720763505183,412.0,0.013589735132104153,561.0,0.025145674585387745,507.0,0.03598296664300915,477.0,0.026517678452301574,-422.0,-0.14703832752613244,39734.0,0.05510200402441279
182,haringey,2002,224474,50777,23894,49875,39262,23020,16522,21124,4532,195801,,,,,,,,,,,,,,,,,,,,
183,haringey,2003,225027,51485,23381,49033,40107,23356,16679,20986,3827,220320,553.0,0.0024635369797838536,708.0,0.013943320794848058,-513.0,-0.021469825060684733,-842.0,-0.0168822055137845,845.0,0.021522082420661226,336.0,0.014596003475238817,157.0,0.009502481539765073,-138.0,-0.006532853626207147,-705.0,-0.15556045895851722,24519.0,0.12522407955015558
184,haringey,2004,226472,52221,23296,48857,40508,23858,16836,20896,4365,236265,1445.0,0.006421451648024545,736.0,0.014295425852189902,-85.0,-0.0036354304777382884,-176.0,-0.0035894193706279554,401.0,0.009998254668761142,502.0,0.02149340640520636,157.0,0.00941303435457752,-90.0,-0.004288573334603973,538.0,0.14058008884243534,15945.0,0.0723720043572984
185,haringey,2005,229271,52935,23305,49452,40719,24742,17038,21080,3471,245820,2799.0,0.012359143735207967,714.0,0.01367266042396742,9.0,0.0003863324175823468,595.0,0.012178398182450811,211.0,0.005208847635035152,884.0,0.03705256098583276,202.0,0.011998099311000265,184.0,0.008805513016845401,-894.0,-0.20481099656357393,9555.0,0.04044187670624089
186,haringey,2006,233174,53679,23647,50280,41465,25646,17374,21083,4620,263920,3903.0,0.017023522381810263,744.0,0.014054973080192656,342.0,0.014674962454408913,828.0,0.01674350885707354,746.0,0.01832068567499201,904.0,0.03653706248484356,336.0,0.019720624486442073,3.0,0.00014231499051242658,1149.0,0.33102852203975797,18100.0,0.07363111219591567
187,haringey,2007,236793,54524,24109,50960,41935,26493,17740,21032,4278,305509,3619.0,0.015520598351445702,845.0,0.01574172395163842,462.0,0.01953736203323886,680.0,0.01352426412092278,470.0,0.011334860725913387,847.0,0.033026592840988744,366.0,0.021065960630827663,-51.0,-0.0024190105772423642,-342.0,-0.074025974025974,41589.0,0.15758184298272204
188,haringey,2008,244459,55907,24934,54047,42325,27769,18216,21261,1986,303396,7666.0,0.03237426782041708,1383.0,0.02536497689091033,825.0,0.0342195860467045,3087.0,0.060576923076923084,390.0,0.009300107308930494,1276.0,0.04816366587400456,476.0,0.026832018038331462,229.0,0.010888170406998965,-2292.0,-0.5357643758765778,-2113.0,-0.006916326523932148
189,haringey,2009,249805,56750,24641,55670,43075,29230,18743,21696,1838,276214,5346.0,0.021868697818448135,843.0,0.015078612696084459,-293.0,-0.011751022699927782,1623.0,0.03002941883915855,750.0,0.01772002362669811,1461.0,0.05261262558968638,527.0,0.02893061045234968,435.0,0.020459997177931344,-148.0,-0.0745216515609265,-27182.0,-0.08959247979538298
190,haringey,2010,252742,57283,24458,56152,42979,30342,19389,22139,2319,314479,2937.0,0.011757170593062582,533.0,0.009392070484581572,-183.0,-0.007426646645834145,482.0,0.008658164181785555,-96.0,-0.002228670922809095,1112.0,0.03804310639753683,646.0,0.03446620071493367,443.0,0.02041851032448383,481.0,0.26169749727965175,38265.0,0.13853389038933583
191,haringey,2011,255540,57566,24277,56792,43040,31380,19991,22494,2274,326468,2798.0,0.011070577901575618,283.0,0.004940383708953888,-181.0,-0.007400441573309324,640.0,0.011397634990739425,61.0,0.0014192977965983289,1038.0,0.03421000593237089,602.0,0.031048532673165097,355.0,0.016035051266994893,-45.0,-0.019404915912031084,11989.0,0.0381233723078489
192,haringey,2012,258912,58202,23890,57049,43707,32529,20401,23134,2443,339685,3372.0,0.013195585818267297,636.0,0.011048188166626227,-387.0,-0.01594101412859905,257.0,0.004525285251443911,667.0,0.01549721189591069,1149.0,0.03661567877629057,410.0,0.020509229153118813,640.0,0.028452031652885124,169.0,0.0743183817062445,13217.0,0.04048482546528298
193,haringey,2013,263386,58961,23097,57887,45022,33731,20882,23806,2665,372233,4474.0,0.01728000247188244,759.0,0.01304078897632377,-793.0,-0.03319380493930513,838.0,0.014689126890918391,1315.0,0.03008671379870509,1202.0,0.03695164314918986,481.0,0.02357727562374401,672.0,0.029048154231866574,222.0,0.09087187883749492,32548.0,0.09581818449445811
194,haringey,2014,267541,59769,23095,57553,46061,34938,21476,24649,2926,435807,4155.0,0.015775325947468666,808.0,0.013703973813198544,-2.0,-8.659133220767501e-05,-334.0,-0.005769861972463541,1039.0,0.023077606503487225,1207.0,0.0357831075272006,594.0,0.02844555119241443,843.0,0.035411240863647775,261.0,0.09793621013133214,63574.0,0.17079087560748252
195,haringey,2015,272864,60785,23433,57826,47391,35651,22475,25303,2765,480636,5323.0,0.01989601593774415,1016.0,0.016998778631063027,338.0,0.014635202424767346,273.0,0.004743453859920477,1330.0,0.02887475304487519,713.0,0.0204075791401912,999.0,0.04651704227975406,654.0,0.02653251653211086,-161.0,-0.055023923444976086,44829.0,0.10286434132540312
196,harrow,2002,212336,48299,18312,34007,33491,27075,20987,30165,4481,202680,,,,,,,,,,,,,,,,,,,,
197,harrow,2003,213728,48890,18412,33651,33766,27188,21472,30349,4183,232598,1392.0,0.00655564765277683,591.0,0.012236278183813232,100.0,0.005460899956312826,-356.0,-0.010468432969682695,275.0,0.00821116120748866,113.0,0.0041735918744227885,485.0,0.023109544003430793,184.0,0.006099784518481588,-298.0,-0.06650301272037495,29918.0,0.14761199921057822
198,harrow,2004,216267,49800,19087,33754,33868,27486,21744,30528,4001,252291,2539.0,0.011879585267255521,910.0,0.018613213336060586,675.0,0.03666087334347168,103.0,0.0030608302873613713,102.0,0.003020790143931862,298.0,0.010960717963807598,272.0,0.012667660208643738,179.0,0.005898052654123687,-182.0,-0.043509442983504676,19693.0,0.08466538835243642
199,harrow,2005,221109,50765,19857,34977,34233,28203,22287,30787,3283,255332,4842.0,0.022388991385648316,965.0,0.01937751004016075,770.0,0.04034159375491164,1223.0,0.03623274278604027,365.0,0.010777134758473972,717.0,0.02608600742196021,543.0,0.024972406181015483,259.0,0.008484014675052443,-718.0,-0.179455136215946,3041.0,0.012053541347095242
200,harrow,2006,223632,51006,20464,35372,34232,28920,22750,30888,4295,265448,2523.0,0.011410661709835512,241.0,0.004747365310745488,607.0,0.030568565241476664,395.0,0.011293135489035544,-1.0,-2.9211579470111992e-05,717.0,0.025422827358791533,463.0,0.020774442500112178,101.0,0.0032806054503524695,1012.0,0.3082546451416388,10116.0,0.03961900584337252
201,harrow,2007,226355,51658,20951,35671,34326,29499,23201,31049,3984,293492,2723.0,0.01217625384560339,652.0,0.012782809865506062,487.0,0.023797888975762405,299.0,0.00845301368313911,94.0,0.0027459686842721265,579.0,0.020020746887966734,451.0,0.019824175824175727,161.0,0.005212380212380241,-311.0,-0.07240977881257271,28044.0,0.10564781049395733
202,harrow,2008,229567,52435,21057,36485,34112,30227,23656,31595,2152,294650,3212.0,0.014190099622274799,777.0,0.01504123272290836,106.0,0.0050594243711516995,814.0,0.022819657424798967,-214.0,-0.006234341315620839,728.0,0.024678802671276978,455.0,0.0196112236541528,546.0,0.017585107410866607,-1832.0,-0.4598393574297188,1158.0,0.003945593065569186
203,harrow,2009,233495,53221,21166,37505,34078,31022,24132,32371,1932,263036,3928.0,0.017110473195189213,786.0,0.01498998760369985,109.0,0.00517642589162759,1020.0,0.02795669453199956,-34.0,-0.0009967166979362174,795.0,0.026300989181857304,476.0,0.02012174501183628,776.0,0.024560848235480215,-220.0,-0.10223048327137552,-31614.0,-0.10729339894790424
204,harrow,2010,237451,54339,21219,38508,34179,31359,24780,33067,2245,292166,3956.0,0.01694254694961339,1118.0,0.021006745457620157,53.0,0.0025040158745157637,1003.0,0.026743100919877305,101.0,0.002963788954750912,337.0,0.01086325833279611,648.0,0.026852312282446444,696.0,0.021500725958419675,313.0,0.1620082815734989,29130.0,0.11074529722167314
205,harrow,2011,240499,54762,21586,39246,34058,31638,25323,33886,2156,296477,3048.0,0.012836332548610052,423.0,0.00778446419698553,367.0,0.01729581978415573,738.0,0.01916484886257397,-121.0,-0.003540185494016801,279.0,0.008896967377786336,543.0,0.02191283292978219,819.0,0.02476789548492464,-89.0,-0.039643652561247245,4311.0,0.014755310337273952
206,harrow,2012,242377,55198,21223,39487,34358,31923,25450,34738,2264,304904,1878.0,0.007808764277606128,436.0,0.007961725283956111,-363.0,-0.01681645510979335,241.0,0.0061407531977781815,300.0,0.008808503141699564,285.0,0.009008154750616448,127.0,0.005015203569877169,852.0,0.025143126955084805,108.0,0.05009276437847876,8427.0,0.02842379004104867
207,harrow,2013,243373,55743,19804,39735,34739,32108,25725,35519,2574,319397,996.0,0.004109300799993498,545.0,0.009873546142976197,-1419.0,-0.06686142392687178,248.0,0.006280548028465116,381.0,0.011089120437743683,185.0,0.005795194687216121,275.0,0.01080550098231825,781.0,0.02248258391386959,310.0,0.13692579505300362,14493.0,0.04753299399155142
208,harrow,2014,246011,56642,19041,39890,35382,32359,26344,36353,2803,360795,2638.0,0.01083932893131112,899.0,0.016127585526433785,-763.0,-0.03852757018784081,155.0,0.0039008430854410303,643.0,0.018509456230749288,251.0,0.007817366388439106,619.0,0.024062196307094164,834.0,0.023480390776767335,229.0,0.08896658896658893,41398.0,0.12961298947704591
209,harrow,2015,247130,57013,18705,39242,36006,32326,26888,36950,3107,408604,1119.0,0.0045485770961462,371.0,0.006549909960806399,-336.0,-0.017646132030880723,-648.0,-0.016244672850338482,624.0,0.01763608614549761,-33.0,-0.001019809017584028,544.0,0.02064986334649266,597.0,0.016422303523780712,304.0,0.10845522654298967,47809.0,0.1325101511938913
210,havering,2002,225054,50108,17056,28314,34175,29975,25483,39943,4881,149066,,,,,,,,,,,,,,,,,,,,
211,havering,2003,225248,50040,17332,27734,34191,29694,26271,39986,4505,179117,194.0,0.0008620153385410223,-68.0,-0.0013570687315398455,276.0,0.016181988742964393,-580.0,-0.02048456593911141,16.0,0.0004681784930504751,-281.0,-0.009374478732276925,788.0,0.030922575834870347,43.0,0.0010765340610370266,-376.0,-0.07703339479614835,30051.0,0.2015952665262366
212,havering,2004,225769,50161,17424,27313,34224,29853,26779,40015,4829,195992,521.0,0.0023130061088223464,121.0,0.002418065547561854,92.0,0.005308100623124812,-421.0,-0.015179923559529795,33.0,0.0009651662718259679,159.0,0.005354617094362579,508.0,0.019336911423242453,29.0,0.000725253838843587,324.0,0.07192008879023315,16875.0,0.09421216299960355
213,havering,2005,226990,50522,17627,27219,34087,30216,27196,40123,3953,204047,1221.0,0.005408182700016306,361.0,0.00719682621957296,203.0,0.011650596877869512,-94.0,-0.0034415845934170353,-137.0,-0.004003038803179093,363.0,0.012159581951562748,417.0,0.01557190335710823,108.0,0.002698987879545145,-876.0,-0.18140401739490575,8055.0,0.041098616270051735
214,havering,2006,228198,50378,18040,27097,33972,30912,27748,40051,5076,211316,1208.0,0.0053218203445086765,-144.0,-0.0028502434582954317,413.0,0.023429965393997776,-122.0,-0.004482163194827193,-115.0,-0.0033737201865814415,696.0,0.023034154090548098,552.0,0.02029710251507577,-72.0,-0.0017944819679485136,1123.0,0.28408803440425,7269.0,0.03562414541747727
215,havering,2007,229789,50561,18581,27217,33840,31471,27919,40200,5392,233534,1591.0,0.006972015530372744,183.0,0.003632538012624531,541.0,0.029988913525498928,120.0,0.004428534524117067,-132.0,-0.0038855528081950252,559.0,0.0180835921325051,171.0,0.006162606313968588,149.0,0.003720256672742339,316.0,0.06225374310480691,22218.0,0.10514111567510276
216,havering,2008,231793,50783,19253,27628,33302,32213,27972,40642,2599,231473,2004.0,0.008721044088272345,222.0,0.004390735942722657,672.0,0.03616597599698612,411.0,0.01510085608259537,-538.0,-0.015898345153664284,742.0,0.023577261605922883,53.0,0.0018983487947275002,442.0,0.010995024875621873,-2793.0,-0.5179896142433235,-2061.0,-0.008825267412882032
217,havering,2009,234127,50945,20005,28182,32751,32928,28130,41186,2391,205962,2334.0,0.010069329099670732,162.0,0.003190043912332907,752.0,0.03905884797174464,554.0,0.020052121036629567,-551.0,-0.016545552819650422,715.0,0.02219600782292863,158.0,0.0056485056485056084,544.0,0.013385168052753249,-208.0,-0.08003078106964212,-25511.0,-0.11021155815149064
218,havering,2010,236234,51089,20449,28723,32245,33729,28204,41795,2722,220413,2107.0,0.00899938922038035,144.0,0.0028265776818137134,444.0,0.022194451387153258,541.0,0.01919665034419138,-506.0,-0.015449909926414485,801.0,0.024325801749271125,74.0,0.002630643441166036,609.0,0.014786577963385561,331.0,0.1384358009201172,14451.0,0.07016342820520283
219,havering,2011,237927,50970,20900,29265,31653,34370,28212,42557,2587,219558,1693.0,0.00716662292472714,-119.0,-0.002329268531386375,451.0,0.022054868208714273,542.0,0.01886989520593252,-592.0,-0.0183594355714064,641.0,0.019004417563521114,8.0,0.00028364770954469876,762.0,0.018231845914583156,-135.0,-0.04959588537839821,-855.0,-0.0038790815423772607
220,havering,2012,239733,51396,21051,29909,31120,34653,27648,43956,2810,221601,1806.0,0.007590563492163582,426.0,0.008357857563272564,151.0,0.007224880382775023,644.0,0.022005808986844455,-533.0,-0.016838846238903082,283.0,0.008233924934536008,-564.0,-0.01999149298170988,1399.0,0.03287355781657553,223.0,0.08620023192887505,2043.0,0.009305058344492023
221,havering,2013,242080,52120,21048,31109,30533,34830,27625,44815,3574,226428,2347.0,0.009790058106309951,724.0,0.014086699354035392,-3.0,-0.00014251104460594188,1200.0,0.04012170249757596,-587.0,-0.01886246786632395,177.0,0.00510778287594138,-23.0,-0.00083188657407407,859.0,0.019542269542269564,764.0,0.2718861209964414,4827.0,0.021782392678733498
222,havering,2014,245974,53258,21079,32503,30722,34935,27895,45582,4246,259267,3894.0,0.016085591539986677,1138.0,0.02183422870299312,31.0,0.00147282402128468,1394.0,0.04481018354816935,189.0,0.00619002390855794,105.0,0.003014642549526325,270.0,0.009773755656108607,767.0,0.01711480531072196,672.0,0.18802462227196415,32839.0,0.14503064991962122
223,havering,2015,249085,54203,20776,33704,31345,34922,28276,45859,4188,291844,3111.0,0.0126476782098921,945.0,0.017743813136054776,-303.0,-0.014374495943830334,1201.0,0.036950435344429655,623.0,0.020278627693509632,-13.0,-0.00037211965077998954,381.0,0.013658361713568823,277.0,0.006076960203589055,-58.0,-0.013659915214319307,32577.0,0.12565039129545985
224,hillingdon,2002,247063,57441,24179,38755,39622,29918,23256,33892,5718,172147,,,,,,,,,,,,,,,,,,,,
225,hillingdon,2003,248054,57641,25074,37733,40094,29816,23710,33986,5518,202707,991.0,0.004011122669116851,200.0,0.003481833533538703,895.0,0.03701559204268157,-1022.0,-0.026370790865694715,472.0,0.011912573822623784,-102.0,-0.0034093188047329415,454.0,0.019521843825249352,94.0,0.002773515873952581,-200.0,-0.03497726477789442,30560.0,0.1775226986238505
226,hillingdon,2004,248691,57841,25520,37295,40202,30007,24036,33790,5558,215696,637.0,0.0025679892281520456,200.0,0.0034697524331639418,446.0,0.017787349445640865,-438.0,-0.01160787639466776,108.0,0.002693669875791782,191.0,0.006405956533404922,326.0,0.013749472796288575,-196.0,-0.00576708056258457,40.0,0.007249003262051579,12989.0,0.06407770821925252
227,hillingdon,2005,251430,58538,25870,37553,40644,30609,24386,33830,4481,222899,2739.0,0.011013667563361862,697.0,0.012050275755951745,350.0,0.01371473354231978,258.0,0.006917817401796533,442.0,0.010994477886672405,602.0,0.020061985536708127,350.0,0.01456149109668825,40.0,0.0011837821840781082,-1077.0,-0.19377473911478948,7203.0,0.03339422149692162
228,hillingdon,2006,254387,59364,26352,38140,40549,31511,24742,33729,5437,231405,2957.0,0.01176072863222366,826.0,0.014110492329768798,482.0,0.018631619636644725,587.0,0.015631241179133504,-95.0,-0.0023373683692550218,902.0,0.029468456989774294,356.0,0.014598540145985384,-101.0,-0.002985515814365902,956.0,0.21334523543851813,8506.0,0.03816078134042766
229,hillingdon,2007,256981,60076,26845,38554,40358,32549,24844,33755,5430,253838,2594.0,0.010197061956782383,712.0,0.011993800956808798,493.0,0.01870825743776572,414.0,0.010854745673833266,-191.0,-0.0047103504402081775,1038.0,0.0329408777887088,102.0,0.004122544660900562,26.0,0.0007708500103769111,-7.0,-0.0012874747103182038,22433.0,0.09694258983168047
230,hillingdon,2008,261051,61317,27174,39680,40193,33527,25111,34049,3047,255580,4070.0,0.015837746759488125,1241.0,0.02065716758772229,329.0,0.012255541069100317,1126.0,0.029205789282564787,-165.0,-0.004088408741761196,978.0,0.030047006052413394,267.0,0.010747061664788227,294.0,0.008709820767293763,-2383.0,-0.4388581952117864,1742.0,0.006862644678889751
231,hillingdon,2009,265665,62610,27825,40663,40120,34563,25460,34424,2572,228275,4614.0,0.017674707241113863,1293.0,0.021087137335486172,651.0,0.02395672333848542,983.0,0.024773185483870863,-73.0,-0.0018162366581245815,1036.0,0.030900468279297266,349.0,0.013898291585360933,375.0,0.011013539310992915,-475.0,-0.15589104036757462,-27305.0,-0.106835433132483
232,hillingdon,2010,269465,63558,28609,41387,39768,35371,25880,34892,3073,247991,3800.0,0.014303728379726266,948.0,0.015141351221849453,784.0,0.028176100628930723,724.0,0.017804884046922265,-352.0,-0.008773678963110654,808.0,0.02337760032404601,420.0,0.016496465043205122,468.0,0.013595166163141936,501.0,0.19479004665629862,19716.0,0.08636951045887642
233,hillingdon,2011,275499,64443,30306,42891,39860,36211,26377,35411,3361,251781,6034.0,0.02239251850889734,885.0,0.013924289625224295,1697.0,0.059316998147436184,1504.0,0.036339913499408016,92.0,0.0023134178233756852,840.0,0.023748268355432423,497.0,0.01920401854714071,519.0,0.01487446979250251,288.0,0.09371949235274979,3790.0,0.01528281268271825
234,hillingdon,2012,281756,65966,30957,44364,40383,37061,26370,36655,3298,260476,6257.0,0.02271151619425127,1523.0,0.023633288332324698,651.0,0.021480894872302425,1473.0,0.03434286913338469,523.0,0.013120923231309645,850.0,0.0234735301427742,-7.0,-0.0002653827197937053,1244.0,0.03513032673463057,-63.0,-0.018744421303183545,8695.0,0.034533979927000136
235,hillingdon,2013,286808,67547,30408,45769,40858,37914,26755,37557,3355,270594,5052.0,0.01793040787063993,1581.0,0.0239668920352909,-549.0,-0.017734276577187735,1405.0,0.03166982237850502,475.0,0.011762375256915147,853.0,0.02301610857775027,385.0,0.014599924156238231,902.0,0.024607829764015765,57.0,0.01728320194056998,10118.0,0.03884426972158672
236,hillingdon,2014,292690,69207,30217,46796,42249,38355,27385,38481,3831,305781,5882.0,0.020508493486931956,1660.0,0.024575480776348302,-191.0,-0.0062812417784793295,1027.0,0.022438768598833203,1391.0,0.03404474032013316,441.0,0.011631587276467847,630.0,0.02354700056064285,924.0,0.024602604041856324,476.0,0.1418777943368108,35187.0,0.13003614270826414
237,hillingdon,2015,297735,70712,29853,47516,43622,38875,28227,38930,3839,352748,5045.0,0.0172366667805528,1505.0,0.02174635513748613,-364.0,-0.012046199159413629,720.0,0.01538593042140346,1373.0,0.03249781059906742,520.0,0.013557554425759344,842.0,0.030746759174730798,449.0,0.011668095943452528,8.0,0.0020882276168101566,46967.0,0.15359685526569677
238,hounslow,2002,216888,49147,21554,42792,34879,25679,18515,24322,4857,175132,,,,,,,,,,,,,,,,,,,,
239,hounslow,2003,216498,49195,21192,41623,35426,25818,18920,24324,4549,198261,-390.0,-0.001798163107225803,48.0,0.0009766618511810599,-362.0,-0.01679502644520736,-1169.0,-0.027318190315946955,547.0,0.015682789070787573,139.0,0.005412983371626545,405.0,0.021874156089656926,2.0,8.2230079763157e-05,-308.0,-0.06341362981264154,23129.0,0.13206609871411268
