,ward_code,year,ward_name,borough,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+
8549,E05000623,2011,Shaftesbury,Wandsworth,14235,1974,1194,5242,2433,1344,948,1100
8550,E05000623,2012,Shaftesbury,Wandsworth,14768,1965,1185,5561,2549,1446,930,1132
8551,E05000623,2013,Shaftesbury,Wandsworth,14933,2049,1075,5610,2606,1507,940,1146
8552,E05000623,2014,Shaftesbury,Wandsworth,15028,2136,1038,5559,2616,1562,953,1164
8553,E05000623,2015,Shaftesbury,Wandsworth,15223,2159,1092,5561,2682,1566,975,1188
8554,E05000624,2002,Southfields,Wandsworth,14805,2501,1389,4643,2567,1378,1014,1313
8555,E05000624,2003,Southfields,Wandsworth,14919,2601,1260,4732,2633,1404,1044,1245
8556,E05000624,2004,Southfields,Wandsworth,15141,2626,1357,4714,2721,1401,1072,1250
8557,E05000624,2005,Southfields,Wandsworth,15177,2670,1399,4669,2708,1406,1075,1250
8558,E05000624,2006,Southfields,Wandsworth,15433,2758,1356,4776,2774,1480,1077,1212
8559,E05000624,2007,Southfields,Wandsworth,15424,2805,1337,4660,2800,1525,1094,1203
8560,E05000624,2008,Southfields,Wandsworth,15596,2929,1319,4614,2820,1591,1093,1230
8561,E05000624,2009,Southfields,Wandsworth,15844,3082,1229,4608,2868,1687,1131,1239
8562,E05000624,2010,Southfields,Wandsworth,15943,3191,1145,4567,2943,1707,1153,1237
8563,E05000624,2011,Southfields,Wandsworth,16259,3270,1055,4597,3093,1815,1162,1267
8564,E05000624,2012,Southfields,Wandsworth,15694,3337,896,4328,2927,1759,1137,1310
8565,E05000624,2013,Southfields,Wandsworth,15826,3374,832,4302,3043,1785,1158,1332
8566,E05000624,2014,Southfields,Wandsworth,15896,3468,779,4134,3150,1846,1140,1379
8567,E05000624,2015,Southfields,Wandsworth,16156,3609,789,4022,3232,1888,1201,1415
8568,E05000625,2002,Thamesfield,Wandsworth,12853,1938,1063,4132,2194,1270,981,1275
8569,E05000625,2003,Thamesfield,Wandsworth,12956,1947,1105,4170,2239,1286,1025,1184
8570,E05000625,2004,Thamesfield,Wandsworth,13247,2060,1143,4173,2355,1284,1075,1157
8571,E05000625,2005,Thamesfield,Wandsworth,13652,2087,1244,4278,2434,1361,1094,1154
8572,E05000625,2006,Thamesfield,Wandsworth,13882,2185,1256,4213,2540,1392,1125,1171
8573,E05000625,2007,Thamesfield,Wandsworth,14047,2244,1202,4173,2667,1410,1141,1210
8574,E05000625,2008,Thamesfield,Wandsworth,14241,2250,1115,4337,2702,1447,1185,1205
8575,E05000625,2009,Thamesfield,Wandsworth,14481,2324,1058,4415,2767,1480,1200,1237
8576,E05000625,2010,Thamesfield,Wandsworth,14555,2368,922,4452,2792,1536,1183,1302
8577,E05000625,2011,Thamesfield,Wandsworth,14842,2450,826,4612,2836,1584,1212,1322
8578,E05000625,2012,Thamesfield,Wandsworth,14803,2535,757,4516,2726,1649,1186,1434
8579,E05000625,2013,Thamesfield,Wandsworth,15073,2659,817,4356,2827,1712,1207,1495
8580,E05000625,2014,Thamesfield,Wandsworth,15048,2677,821,4204,2791,1777,1218,1560
8581,E05000625,2015,Thamesfield,Wandsworth,15387,2802,819,4154,2887,1835,1263,1627
8582,E05000626,2002,Tooting,Wandsworth,14117,2428,1912,4144,1988,1252,999,1394
8583,E05000626,2003,Tooting,Wandsworth,14085,2429,1844,4156,2042,1167,1019,1428
8584,E05000626,2004,Tooting,Wandsworth,14122,2483,1820,4112,2094,1204,965,1444
8585,E05000626,2005,Tooting,Wandsworth,14497,2629,1908,4058,2227,1243,978,1454
8586,E05000626,2006,Tooting,Wandsworth,14616,2654,1901,4033,2288,1279,997,1464
8587,E05000626,2007,Tooting,Wandsworth,14886,2750,2060,3990,2323,1327,983,1453
8588,E05000626,2008,Tooting,Wandsworth,14893,2819,2124,3929,2296,1336,965,1424
8589,E05000626,2009,Tooting,Wandsworth,15240,2951,2166,3900,2351,1406,1014,1452
8590,E05000626,2010,Tooting,Wandsworth,15579,3102,2271,3884,2388,1464,1035,1435
8591,E05000626,2011,Tooting,Wandsworth,16308,3220,2397,4111,2450,1569,1079,1482
8592,E05000626,2012,Tooting,Wandsworth,15978,3232,2103,4146,2402,1565,1033,1497
8593,E05000626,2013,Tooting,Wandsworth,15885,3262,1880,4230,2393,1578,1039,1503
8594,E05000626,2014,Tooting,Wandsworth,16025,3278,1849,4292,2424,1625,1048,1509
8595,E05000626,2015,Tooting,Wandsworth,16062,3267,1833,4339,2386,1654,1049,1534
8596,E05000627,2002,Wandsworth Common,Wandsworth,13507,2847,1058,3487,2481,1408,1004,1222
8597,E05000627,2003,Wandsworth Common,Wandsworth,13659,2885,1035,3486,2605,1417,981,1250
8598,E05000627,2004,Wandsworth Common,Wandsworth,13618,2904,962,3477,2595,1426,1057,1197
8599,E05000627,2005,Wandsworth Common,Wandsworth,13787,2889,1040,3462,2685,1485,1076,1150
8600,E05000627,2006,Wandsworth Common,Wandsworth,14090,2890,1088,3520,2725,1512,1121,1234
8601,E05000627,2007,Wandsworth Common,Wandsworth,14362,2940,1140,3558,2803,1556,1152,1213
8602,E05000627,2008,Wandsworth Common,Wandsworth,14401,2949,1120,3560,2785,1639,1136,1212
8603,E05000627,2009,Wandsworth Common,Wandsworth,14571,3061,1057,3553,2825,1729,1159,1187
8604,E05000627,2010,Wandsworth Common,Wandsworth,14543,3060,990,3550,2786,1766,1198,1193
8605,E05000627,2011,Wandsworth Common,Wandsworth,15214,3079,990,3841,2864,1973,1228,1239
8606,E05000627,2012,Wandsworth Common,Wandsworth,14927,3122,894,3662,2905,1905,1176,1263
8607,E05000627,2013,Wandsworth Common,Wandsworth,14987,3159,850,3609,2899,1999,1153,1318
8608,E05000627,2014,Wandsworth Common,Wandsworth,15255,3223,904,3542,2917,2125,1172,1372
8609,E05000627,2015,Wandsworth Common,Wandsworth,15152,3236,854,3454,2875,2122,1208,1403
8610,E05000628,2002,West Hill,Wandsworth,15095,2763,1808,3907,2273,1542,1115,1687
8611,E05000628,2003,West Hill,Wandsworth,15181,2755,1837,4004,2272,1543,1128,1642
8612,E05000628,2004,West Hill,Wandsworth,14725,2723,1749,3818,2234,1494,1127,1580
8613,E05000628,2005,West Hill,Wandsworth,14322,2716,1415,3690,2284,1509,1146,1562
8614,E05000628,2006,West Hill,Wandsworth,14992,2867,1537,3880,2400,1527,1187,1594
8615,E05000628,2007,West Hill,Wandsworth,15477,3005,1571,4074,2469,1574,1214,1570
8616,E05000628,2008,West Hill,Wandsworth,15834,3058,1598,4261,2516,1625,1231,1545
8617,E05000628,2009,West Hill,Wandsworth,16239,3223,1492,4355,2625,1702,1265,1577
8618,E05000628,2010,West Hill,Wandsworth,16238,3331,1367,4215,2700,1766,1305,1554
8619,E05000628,2011,West Hill,Wandsworth,16401,3394,1333,4291,2685,1822,1325,1551
8620,E05000628,2012,West Hill,Wandsworth,15934,3454,1197,3969,2524,1856,1310,1624
8621,E05000628,2013,West Hill,Wandsworth,16182,3505,1178,3963,2641,1899,1347,1649
8622,E05000628,2014,West Hill,Wandsworth,16164,3585,1098,3841,2739,1957,1313,1631
8623,E05000628,2015,West Hill,Wandsworth,16338,3646,1099,3706,2790,2056,1351,1690
8624,E05000629,2002,West Putney,Wandsworth,13150,2534,1247,2846,1958,1491,1118,1956
8625,E05000629,2003,West Putney,Wandsworth,13272,2561,1293,2806,2077,1458,1132,1945
8626,E05000629,2004,West Putney,Wandsworth,13549,2634,1320,2939,2084,1480,1148,1944
8627,E05000629,2005,West Putney,Wandsworth,13847,2637,1439,2987,2081,1518,1191,1994
8628,E05000629,2006,West Putney,Wandsworth,14009,2640,1499,3036,2109,1519,1233,1973
8629,E05000629,2007,West Putney,Wandsworth,14186,2692,1518,3033,2170,1589,1251,1933
8630,E05000629,2008,West Putney,Wandsworth,14375,2715,1551,3113,2174,1637,1256,1929
8631,E05000629,2009,West Putney,Wandsworth,14467,2806,1488,3128,2158,1679,1295,1913
8632,E05000629,2010,West Putney,Wandsworth,14737,2871,1425,3266,2195,1722,1318,1940
8633,E05000629,2011,West Putney,Wandsworth,14671,2866,1398,3289,2134,1746,1305,1933
8634,E05000629,2012,West Putney,Wandsworth,14790,2918,1239,3386,2150,1793,1328,1976
8635,E05000629,2013,West Putney,Wandsworth,14960,2999,1129,3377,2271,1849,1350,1985
8636,E05000629,2014,West Putney,Wandsworth,15020,3078,1052,3301,2308,1867,1398,2016
8637,E05000629,2015,West Putney,Wandsworth,15368,3230,1127,3166,2433,1898,1446,2068
8638,E05000630,2002,Abbey Road,Westminster,10176,1587,984,2407,1543,1247,935,1473
8639,E05000630,2003,Abbey Road,Westminster,10300,1679,979,2476,1546,1226,927,1467
8640,E05000630,2004,Abbey Road,Westminster,10440,1713,929,2502,1591,1270,940,1495
8641,E05000630,2005,Abbey Road,Westminster,10573,1725,965,2590,1655,1242,899,1497
8642,E05000630,2006,Abbey Road,Westminster,10465,1757,899,2555,1610,1258,885,1501
8643,E05000630,2007,Abbey Road,Westminster,10331,1830,817,2425,1646,1243,871,1499
8644,E05000630,2008,Abbey Road,Westminster,10634,1846,847,2515,1704,1322,899,1501
8645,E05000630,2009,Abbey Road,Westminster,10902,1942,826,2477,1820,1350,936,1551
8646,E05000630,2010,Abbey Road,Westminster,11024,2097,796,2375,1861,1391,960,1544
8647,E05000630,2011,Abbey Road,Westminster,11263,2164,799,2439,1909,1417,964,1571
8648,E05000630,2012,Abbey Road,Westminster,11425,2191,833,2365,1979,1481,956,1620
8649,E05000630,2013,Abbey Road,Westminster,11764,2307,763,2434,2058,1560,994,1648
8650,E05000630,2014,Abbey Road,Westminster,12147,2464,776,2431,2126,1615,1015,1720
8651,E05000630,2015,Abbey Road,Westminster,13059,2705,897,2524,2346,1755,1057,1775
8652,E05000631,2002,Bayswater,Westminster,9164,1096,1084,2869,1572,939,757,847
8653,E05000631,2003,Bayswater,Westminster,9346,1109,1058,2947,1626,930,798,878
8654,E05000631,2004,Bayswater,Westminster,9605,1086,1097,3127,1727,933,806,829
8655,E05000631,2005,Bayswater,Westminster,10176,1142,1184,3339,1812,968,847,884
8656,E05000631,2006,Bayswater,Westminster,10061,1169,1097,3253,1855,960,844,883
8657,E05000631,2007,Bayswater,Westminster,10057,1174,1010,3270,1857,964,872,910
8658,E05000631,2008,Bayswater,Westminster,9862,1180,942,3201,1813,960,834,932
8659,E05000631,2009,Bayswater,Westminster,9954,1227,853,3148,1920,1035,833,938
8660,E05000631,2010,Bayswater,Westminster,10188,1322,821,3142,2008,1099,820,976
8661,E05000631,2011,Bayswater,Westminster,10306,1321,739,3279,2006,1112,847,1002
8662,E05000631,2012,Bayswater,Westminster,10243,1395,714,3200,1957,1127,824,1026
8663,E05000631,2013,Bayswater,Westminster,10535,1514,656,3206,2072,1203,814,1070
8664,E05000631,2014,Bayswater,Westminster,10788,1561,655,3208,2145,1235,849,1135
8665,E05000631,2015,Bayswater,Westminster,11428,1780,731,3244,2320,1284,861,1208
8666,E05000632,2002,Bryanston and Dorset Square,Westminster,11993,1002,2186,3448,1784,1219,984,1370
8667,E05000632,2003,Bryanston and Dorset Square,Westminster,12207,930,2241,3551,1841,1232,1022,1390
8668,E05000632,2004,Bryanston and Dorset Square,Westminster,12362,987,2265,3625,1874,1191,1070,1350
8669,E05000632,2005,Bryanston and Dorset Square,Westminster,13130,1053,2366,4059,1937,1272,1097,1346
8670,E05000632,2006,Bryanston and Dorset Square,Westminster,12874,1017,2177,4123,1973,1219,1096,1269
8671,E05000632,2007,Bryanston and Dorset Square,Westminster,12755,1023,1993,4098,2029,1203,1115,1294
8672,E05000632,2008,Bryanston and Dorset Square,Westminster,12658,1148,1845,3903,2141,1272,1051,1298
8673,E05000632,2009,Bryanston and Dorset Square,Westminster,12345,1263,1472,3837,2137,1325,995,1316
8674,E05000632,2010,Bryanston and Dorset Square,Westminster,12038,1359,1348,3662,2079,1313,984,1293
8675,E05000632,2011,Bryanston and Dorset Square,Westminster,12033,1416,1479,3648,1943,1291,971,1285
8676,E05000632,2012,Bryanston and Dorset Square,Westminster,12056,1512,1387,3632,1928,1305,968,1324
8677,E05000632,2013,Bryanston and Dorset Square,Westminster,12301,1633,1378,3586,1996,1350,995,1363
8678,E05000632,2014,Bryanston and Dorset Square,Westminster,12594,1758,1399,3554,2049,1427,1000,1407
8679,E05000632,2015,Bryanston and Dorset Square,Westminster,13193,1794,1484,3694,2204,1504,1032,1481
8680,E05000633,2002,Churchill,Westminster,9069,1721,983,1776,1393,953,873,1370
8681,E05000633,2003,Churchill,Westminster,9037,1755,950,1787,1422,941,866,1316
8682,E05000633,2004,Churchill,Westminster,9165,1768,965,1782,1483,954,883,1330
8683,E05000633,2005,Churchill,Westminster,9395,1788,1012,1816,1546,1014,923,1296
8684,E05000633,2006,Churchill,Westminster,9395,1739,1019,1858,1514,1031,916,1318
8685,E05000633,2007,Churchill,Westminster,9242,1747,931,1821,1527,1023,909,1284
8686,E05000633,2008,Churchill,Westminster,9010,1731,842,1755,1467,1064,891,1260
8687,E05000633,2009,Churchill,Westminster,9157,1900,797,1715,1505,1128,870,1242
8688,E05000633,2010,Churchill,Westminster,9311,2001,823,1689,1497,1195,862,1244
8689,E05000633,2011,Churchill,Westminster,9620,2093,808,1836,1538,1229,881,1235
8690,E05000633,2012,Churchill,Westminster,9951,2201,825,1884,1610,1292,862,1277
8691,E05000633,2013,Churchill,Westminster,10193,2312,761,1939,1637,1370,863,1311
8692,E05000633,2014,Churchill,Westminster,10565,2374,804,1979,1692,1436,930,1350
8693,E05000633,2015,Churchill,Westminster,10884,2435,856,1998,1762,1484,976,1373
8694,E05000634,2002,Church Street,Westminster,10857,2106,1461,2500,1510,1140,895,1245
8695,E05000634,2003,Church Street,Westminster,11414,2187,1632,2642,1574,1167,928,1284
8696,E05000634,2004,Church Street,Westminster,11571,2239,1678,2691,1585,1192,918,1268
8697,E05000634,2005,Church Street,Westminster,11675,2284,1644,2685,1616,1193,923,1330
8698,E05000634,2006,Church Street,Westminster,11723,2331,1531,2681,1666,1232,934,1348
8699,E05000634,2007,Church Street,Westminster,11653,2429,1369,2610,1705,1245,963,1332
8700,E05000634,2008,Church Street,Westminster,11726,2567,1319,2523,1751,1272,983,1311
8701,E05000634,2009,Church Street,Westminster,11602,2694,1171,2308,1789,1313,1006,1321
8702,E05000634,2010,Church Street,Westminster,11576,2875,1163,2173,1737,1274,1000,1354
8703,E05000634,2011,Church Street,Westminster,11734,2996,1231,2041,1765,1339,1015,1347
8704,E05000634,2012,Church Street,Westminster,11962,3143,1209,2034,1747,1410,1049,1370
8705,E05000634,2013,Church Street,Westminster,12279,3243,1036,2152,1814,1501,1092,1441
8706,E05000634,2014,Church Street,Westminster,12516,3276,1019,2202,1822,1598,1137,1462
8707,E05000634,2015,Church Street,Westminster,12847,3343,1137,2188,1875,1635,1161,1508
8708,E05000635,2002,Harrow Road,Westminster,9796,1999,1083,2562,1648,952,666,886
8709,E05000635,2003,Harrow Road,Westminster,10105,1989,1133,2641,1745,1007,685,905
8710,E05000635,2004,Harrow Road,Westminster,10397,2027,1211,2699,1859,1015,686,900
8711,E05000635,2005,Harrow Road,Westminster,10865,2040,1338,2844,1950,1072,719,902
8712,E05000635,2006,Harrow Road,Westminster,11099,2061,1292,2928,2047,1116,743,912
8713,E05000635,2007,Harrow Road,Westminster,11091,2071,1215,2909,2033,1157,760,946
8714,E05000635,2008,Harrow Road,Westminster,11441,2145,1187,2971,2083,1280,802,973
8715,E05000635,2009,Harrow Road,Westminster,11536,2230,1030,2997,2106,1362,807,1004
8716,E05000635,2010,Harrow Road,Westminster,11711,2411,982,2965,2097,1417,831,1008
8717,E05000635,2011,Harrow Road,Westminster,12017,2503,1043,2963,2142,1446,887,1033
8718,E05000635,2012,Harrow Road,Westminster,12250,2598,1024,2991,2138,1505,940,1054
8719,E05000635,2013,Harrow Road,Westminster,12402,2706,866,3051,2115,1596,981,1087
8720,E05000635,2014,Harrow Road,Westminster,12915,2851,832,3104,2222,1683,1055,1168
8721,E05000635,2015,Harrow Road,Westminster,13325,2956,904,3131,2313,1728,1078,1215
8722,E05000636,2002,Hyde Park,Westminster,11671,1230,1988,3435,1742,1123,981,1172
8723,E05000636,2003,Hyde Park,Westminster,11820,1188,2167,3421,1770,1073,1023,1178
8724,E05000636,2004,Hyde Park,Westminster,12264,1306,2177,3709,1822,1074,1042,1134
8725,E05000636,2005,Hyde Park,Westminster,13034,1369,2297,4027,1985,1117,1103,1136
8726,E05000636,2006,Hyde Park,Westminster,12613,1459,2011,3869,1944,1116,1099,1115
8727,E05000636,2007,Hyde Park,Westminster,12422,1548,1935,3751,1918,1114,1056,1100
8728,E05000636,2008,Hyde Park,Westminster,12519,1560,1830,3756,2005,1165,1042,1161
8729,E05000636,2009,Hyde Park,Westminster,12330,1654,1618,3647,2014,1182,1056,1159
8730,E05000636,2010,Hyde Park,Westminster,12269,1686,1463,3554,2122,1222,1029,1193
8731,E05000636,2011,Hyde Park,Westminster,12483,1746,1474,3476,2243,1280,1006,1258
8732,E05000636,2012,Hyde Park,Westminster,12645,1820,1465,3444,2318,1298,1029,1271
8733,E05000636,2013,Hyde Park,Westminster,12503,1765,1217,3447,2367,1316,1063,1328
8734,E05000636,2014,Hyde Park,Westminster,12860,1802,1293,3543,2368,1388,1062,1404
8735,E05000636,2015,Hyde Park,Westminster,12421,1836,1448,3089,2200,1343,1089,1416
8736,E05000637,2002,Knightsbridge and Belgravia,Westminster,10873,1200,2055,1820,1698,1414,1338,1348
8737,E05000637,2003,Knightsbridge and Belgravia,Westminster,11186,1266,2110,1823,1865,1395,1389,1338
8738,E05000637,2004,Knightsbridge and Belgravia,Westminster,11368,1244,2153,1947,1853,1362,1432,1377
8739,E05000637,2005,Knightsbridge and Belgravia,Westminster,11112,1200,2093,1942,1837,1321,1363,1356
8740,E05000637,2006,Knightsbridge and Belgravia,Westminster,10691,1244,1988,1747,1736,1317,1344,1315
8741,E05000637,2007,Knightsbridge and Belgravia,Westminster,10382,1273,1862,1663,1693,1324,1262,1305
8742,E05000637,2008,Knightsbridge and Belgravia,Westminster,9815,1247,1635,1602,1587,1256,1187,1301
8743,E05000637,2009,Knightsbridge and Belgravia,Westminster,9320,1235,1456,1496,1489,1243,1140,1261
8744,E05000637,2010,Knightsbridge and Belgravia,Westminster,9407,1203,1821,1434,1416,1220,1055,1258
8745,E05000637,2011,Knightsbridge and Belgravia,Westminster,9346,1191,1902,1476,1383,1181,976,1237
8746,E05000637,2012,Knightsbridge and Belgravia,Westminster,9473,1162,1891,1472,1404,1253,1009,1282
8747,E05000637,2013,Knightsbridge and Belgravia,Westminster,9692,1243,1999,1393,1460,1271,1033,1293
8748,E05000637,2014,Knightsbridge and Belgravia,Westminster,10158,1357,2142,1402,1576,1307,1051,1323
8749,E05000637,2015,Knightsbridge and Belgravia,Westminster,10632,1477,2319,1443,1571,1399,1099,1324
8750,E05000638,2002,Lancaster Gate,Westminster,12998,1365,1974,4210,2165,1139,922,1223
8751,E05000638,2003,Lancaster Gate,Westminster,13378,1302,2033,4422,2266,1133,1012,1210
8752,E05000638,2004,Lancaster Gate,Westminster,13998,1296,2154,4737,2447,1141,1001,1222
8753,E05000638,2005,Lancaster Gate,Westminster,14466,1265,2136,5112,2569,1160,1001,1223
8754,E05000638,2006,Lancaster Gate,Westminster,14396,1326,2119,5051,2573,1174,972,1181
8755,E05000638,2007,Lancaster Gate,Westminster,14108,1367,1854,4938,2627,1165,933,1224
8756,E05000638,2008,Lancaster Gate,Westminster,13419,1391,1627,4707,2554,1149,884,1107
8757,E05000638,2009,Lancaster Gate,Westminster,13179,1453,1496,4484,2543,1210,890,1103
8758,E05000638,2010,Lancaster Gate,Westminster,13212,1567,1412,4487,2540,1227,885,1094
8759,E05000638,2011,Lancaster Gate,Westminster,13230,1682,1376,4480,2428,1279,868,1117
8760,E05000638,2012,Lancaster Gate,Westminster,13247,1771,1343,4442,2381,1297,870,1143
8761,E05000638,2013,Lancaster Gate,Westminster,13362,1776,1249,4381,2464,1399,863,1230
8762,E05000638,2014,Lancaster Gate,Westminster,13801,1821,1317,4428,2552,1513,879,1291
8763,E05000638,2015,Lancaster Gate,Westminster,14580,1934,1472,4549,2701,1627,912,1385
8764,E05000639,2002,Little Venice,Westminster,8857,1436,833,2299,1559,1047,754,929
8765,E05000639,2003,Little Venice,Westminster,9068,1480,924,2343,1619,1052,766,884
8766,E05000639,2004,Little Venice,Westminster,9536,1568,963,2518,1707,1094,788,898
8767,E05000639,2005,Little Venice,Westminster,9943,1580,1028,2704,1769,1112,813,937
8768,E05000639,2006,Little Venice,Westminster,10085,1611,910,2831,1788,1136,854,955
8769,E05000639,2007,Little Venice,Westminster,9987,1625,822,2754,1828,1186,855,917
8770,E05000639,2008,Little Venice,Westminster,10053,1665,831,2660,1851,1213,873,960
8771,E05000639,2009,Little Venice,Westminster,10304,1784,780,2675,1926,1271,916,952
8772,E05000639,2010,Little Venice,Westminster,10452,1870,671,2638,1948,1349,964,1012
8773,E05000639,2011,Little Venice,Westminster,10599,2004,687,2529,1959,1359,1010,1051
8774,E05000639,2012,Little Venice,Westminster,10533,2023,687,2387,1976,1401,967,1092
8775,E05000639,2013,Little Venice,Westminster,10696,2126,646,2313,2042,1447,993,1129
8776,E05000639,2014,Little Venice,Westminster,11040,2273,637,2324,2101,1477,1036,1192
8777,E05000639,2015,Little Venice,Westminster,11529,2368,743,2300,2195,1578,1091,1254
8778,E05000640,2002,Maida Vale,Westminster,10413,1627,1040,3138,1781,1003,750,1074
8779,E05000640,2003,Maida Vale,Westminster,10505,1705,1038,3085,1877,973,774,1053
8780,E05000640,2004,Maida Vale,Westminster,10588,1691,974,3149,1991,971,791,1021
8781,E05000640,2005,Maida Vale,Westminster,10925,1678,1079,3334,1999,1010,815,1010
8782,E05000640,2006,Maida Vale,Westminster,10965,1643,1058,3366,2063,1005,815,1015
8783,E05000640,2007,Maida Vale,Westminster,10621,1648,1000,3184,2041,978,776,994
8784,E05000640,2008,Maida Vale,Westminster,10460,1675,931,3065,2019,1007,773,990
8785,E05000640,2009,Maida Vale,Westminster,10438,1844,786,2969,1984,1065,785,1005
8786,E05000640,2010,Maida Vale,Westminster,10323,1955,718,2787,1983,1114,780,986
8787,E05000640,2011,Maida Vale,Westminster,10205,2030,695,2662,1952,1147,780,939
8788,E05000640,2012,Maida Vale,Westminster,10316,2110,734,2546,1948,1226,785,967
8789,E05000640,2013,Maida Vale,Westminster,10490,2190,686,2505,2000,1302,813,994
