,ward_code,year,ward_name,borough,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+
3718,E05000281,2010,Tottenham Hale,Haringey,14995,3965,2139,2643,2308,1781,1004,1155
3719,E05000281,2011,Tottenham Hale,Haringey,15096,3924,2254,2616,2245,1842,1034,1181
3720,E05000281,2012,Tottenham Hale,Haringey,15987,4196,2426,2721,2370,1976,1098,1200
3721,E05000281,2013,Tottenham Hale,Haringey,16989,4482,2514,2956,2527,2135,1139,1236
3722,E05000281,2014,Tottenham Hale,Haringey,17739,4628,2563,3076,2713,2290,1203,1266
3723,E05000281,2015,Tottenham Hale,Haringey,18536,4704,2716,3256,2848,2371,1306,1335
3724,E05000282,2002,West Green,Haringey,12521,3123,1451,2606,2076,1253,954,1058
3725,E05000282,2003,West Green,Haringey,12480,3105,1384,2598,2121,1311,958,1003
3726,E05000282,2004,West Green,Haringey,12604,3137,1421,2598,2081,1306,941,1120
3727,E05000282,2005,West Green,Haringey,12715,3229,1393,2590,2085,1335,937,1146
3728,E05000282,2006,West Green,Haringey,12727,3200,1385,2595,2045,1388,928,1186
3729,E05000282,2007,West Green,Haringey,12635,3151,1412,2535,2070,1363,931,1173
3730,E05000282,2008,West Green,Haringey,13097,3119,1512,2790,2141,1391,986,1158
3731,E05000282,2009,West Green,Haringey,13282,3071,1458,2900,2145,1477,1021,1210
3732,E05000282,2010,West Green,Haringey,13562,3062,1454,3018,2167,1513,1076,1272
3733,E05000282,2011,West Green,Haringey,13432,2946,1408,3029,2125,1525,1121,1278
3734,E05000282,2012,West Green,Haringey,13398,2915,1350,3036,2141,1527,1118,1311
3735,E05000282,2013,West Green,Haringey,13668,2991,1310,3090,2214,1606,1137,1320
3736,E05000282,2014,West Green,Haringey,13455,2888,1263,2969,2170,1607,1180,1378
3737,E05000282,2015,West Green,Haringey,13710,2965,1230,3022,2246,1615,1248,1384
3738,E05000283,2002,White Hart Lane,Haringey,12463,3722,1345,1938,2195,1152,848,1263
3739,E05000283,2003,White Hart Lane,Haringey,12426,3761,1270,1924,2253,1190,851,1177
3740,E05000283,2004,White Hart Lane,Haringey,12483,3763,1269,1881,2251,1291,848,1180
3741,E05000283,2005,White Hart Lane,Haringey,12575,3783,1279,1900,2253,1346,830,1184
3742,E05000283,2006,White Hart Lane,Haringey,12773,3802,1312,1933,2273,1435,837,1181
3743,E05000283,2007,White Hart Lane,Haringey,12965,3914,1326,1980,2207,1534,861,1143
3744,E05000283,2008,White Hart Lane,Haringey,13238,4030,1353,2042,2162,1654,872,1125
3745,E05000283,2009,White Hart Lane,Haringey,13411,4039,1354,2073,2178,1732,917,1118
3746,E05000283,2010,White Hart Lane,Haringey,13499,4020,1364,2052,2142,1811,967,1143
3747,E05000283,2011,White Hart Lane,Haringey,13408,4097,1327,1993,2008,1852,1002,1129
3748,E05000283,2012,White Hart Lane,Haringey,13554,4037,1344,2007,2019,1932,1055,1160
3749,E05000283,2013,White Hart Lane,Haringey,13530,3969,1286,1957,2037,1988,1111,1182
3750,E05000283,2014,White Hart Lane,Haringey,13897,3985,1310,2004,2110,2090,1188,1210
3751,E05000283,2015,White Hart Lane,Haringey,13922,3903,1363,1992,2108,2107,1232,1217
3752,E05000284,2002,Woodside,Haringey,12026,2654,1532,2506,2064,1103,909,1258
3753,E05000284,2003,Woodside,Haringey,11944,2632,1527,2528,2054,1107,862,1234
3754,E05000284,2004,Woodside,Haringey,12272,2756,1584,2615,2112,1159,846,1200
3755,E05000284,2005,Woodside,Haringey,12749,2914,1564,2804,2151,1228,859,1229
3756,E05000284,2006,Woodside,Haringey,13167,2955,1666,2930,2209,1300,865,1242
3757,E05000284,2007,Woodside,Haringey,13384,2975,1661,3029,2251,1391,884,1193
3758,E05000284,2008,Woodside,Haringey,13861,3080,1696,3262,2237,1466,925,1195
3759,E05000284,2009,Woodside,Haringey,14320,3121,1678,3505,2267,1584,959,1206
3760,E05000284,2010,Woodside,Haringey,14657,3126,1722,3620,2317,1645,1015,1212
3761,E05000284,2011,Woodside,Haringey,14545,3081,1565,3627,2341,1628,1066,1237
3762,E05000284,2012,Woodside,Haringey,14998,3117,1546,3765,2455,1750,1105,1260
3763,E05000284,2013,Woodside,Haringey,15499,3216,1442,3971,2630,1796,1147,1297
3764,E05000284,2014,Woodside,Haringey,15854,3231,1440,4036,2810,1871,1149,1317
3765,E05000284,2015,Woodside,Haringey,16034,3256,1456,3921,2934,1881,1188,1398
3766,E05000285,2002,Belmont,Harrow,9876,2427,722,1266,1690,1413,1059,1299
3767,E05000285,2003,Belmont,Harrow,9829,2438,749,1240,1646,1410,1122,1224
3768,E05000285,2004,Belmont,Harrow,10074,2510,806,1290,1649,1453,1127,1239
3769,E05000285,2005,Belmont,Harrow,10290,2557,837,1330,1658,1509,1164,1235
3770,E05000285,2006,Belmont,Harrow,10407,2600,875,1340,1623,1537,1185,1247
3771,E05000285,2007,Belmont,Harrow,10634,2684,919,1338,1637,1573,1220,1263
3772,E05000285,2008,Belmont,Harrow,10709,2709,902,1357,1677,1546,1219,1299
3773,E05000285,2009,Belmont,Harrow,10953,2729,939,1405,1646,1588,1285,1361
3774,E05000285,2010,Belmont,Harrow,11207,2779,962,1462,1657,1591,1327,1429
3775,E05000285,2011,Belmont,Harrow,11439,2799,1004,1520,1641,1603,1389,1483
3776,E05000285,2012,Belmont,Harrow,11410,2758,1001,1512,1653,1605,1354,1527
3777,E05000285,2013,Belmont,Harrow,11459,2774,949,1522,1626,1614,1394,1580
3778,E05000285,2014,Belmont,Harrow,11444,2767,927,1481,1625,1613,1403,1628
3779,E05000285,2015,Belmont,Harrow,11458,2771,917,1467,1648,1595,1415,1645
3780,E05000286,2002,Canons,Harrow,10278,1980,797,1371,1349,1307,1147,2327
3781,E05000286,2003,Canons,Harrow,10346,2038,808,1358,1331,1304,1217,2290
3782,E05000286,2004,Canons,Harrow,10432,2023,828,1381,1337,1308,1254,2301
3783,E05000286,2005,Canons,Harrow,10691,2076,871,1458,1379,1316,1289,2302
3784,E05000286,2006,Canons,Harrow,10941,2105,943,1463,1421,1348,1324,2337
3785,E05000286,2007,Canons,Harrow,11098,2179,986,1488,1476,1347,1364,2258
3786,E05000286,2008,Canons,Harrow,11370,2217,996,1539,1528,1369,1403,2318
3787,E05000286,2009,Canons,Harrow,11624,2296,1013,1620,1488,1433,1397,2377
3788,E05000286,2010,Canons,Harrow,11904,2433,972,1673,1559,1502,1402,2363
3789,E05000286,2011,Canons,Harrow,12507,2590,991,1846,1636,1557,1442,2445
3790,E05000286,2012,Canons,Harrow,12773,2653,990,1941,1679,1582,1463,2465
3791,E05000286,2013,Canons,Harrow,12790,2638,924,1998,1705,1583,1456,2486
3792,E05000286,2014,Canons,Harrow,13227,2769,893,2129,1810,1572,1510,2544
3793,E05000286,2015,Canons,Harrow,13286,2808,863,2104,1852,1598,1520,2541
3794,E05000287,2002,Edgware,Harrow,10114,2377,997,1623,1607,1355,899,1256
3795,E05000287,2003,Edgware,Harrow,10205,2289,1041,1640,1657,1369,909,1300
3796,E05000287,2004,Edgware,Harrow,10225,2369,1064,1646,1578,1393,908,1267
3797,E05000287,2005,Edgware,Harrow,10414,2394,1115,1728,1554,1421,930,1272
3798,E05000287,2006,Edgware,Harrow,10677,2400,1148,1814,1602,1468,955,1290
3799,E05000287,2007,Edgware,Harrow,10832,2422,1166,1930,1555,1527,972,1260
3800,E05000287,2008,Edgware,Harrow,11059,2460,1205,1990,1554,1546,1026,1278
3801,E05000287,2009,Edgware,Harrow,10966,2526,1160,2010,1459,1503,1017,1291
3802,E05000287,2010,Edgware,Harrow,11290,2617,1116,2164,1466,1518,1101,1308
3803,E05000287,2011,Edgware,Harrow,11756,2694,1195,2326,1558,1514,1124,1345
3804,E05000287,2012,Edgware,Harrow,11895,2734,1174,2362,1602,1522,1124,1377
3805,E05000287,2013,Edgware,Harrow,12061,2775,1091,2374,1676,1575,1153,1417
3806,E05000287,2014,Edgware,Harrow,12309,2893,1045,2365,1770,1600,1214,1422
3807,E05000287,2015,Edgware,Harrow,12453,2933,1019,2342,1842,1604,1267,1446
3808,E05000288,2002,Greenhill,Harrow,9834,1704,1021,2543,1501,1030,796,1239
3809,E05000288,2003,Greenhill,Harrow,9906,1815,998,2572,1479,995,776,1271
3810,E05000288,2004,Greenhill,Harrow,10249,1832,1085,2690,1514,1036,806,1286
3811,E05000288,2005,Greenhill,Harrow,10731,1908,1175,2869,1609,1045,832,1293
3812,E05000288,2006,Greenhill,Harrow,10965,1980,1214,2967,1625,1083,844,1252
3813,E05000288,2007,Greenhill,Harrow,11126,2014,1261,2964,1672,1116,875,1224
3814,E05000288,2008,Greenhill,Harrow,11463,2037,1274,3171,1725,1159,870,1227
3815,E05000288,2009,Greenhill,Harrow,11906,2113,1306,3350,1816,1210,872,1239
3816,E05000288,2010,Greenhill,Harrow,12179,2222,1306,3380,1921,1210,893,1247
3817,E05000288,2011,Greenhill,Harrow,12590,2331,1348,3451,2008,1232,935,1285
3818,E05000288,2012,Greenhill,Harrow,12442,2427,1223,3261,2019,1252,943,1317
3819,E05000288,2013,Greenhill,Harrow,12648,2607,1038,3291,2128,1270,943,1371
3820,E05000288,2014,Greenhill,Harrow,12861,2783,974,3205,2177,1333,977,1412
3821,E05000288,2015,Greenhill,Harrow,13218,2925,939,3209,2313,1391,997,1444
3822,E05000289,2002,Harrow on the Hill,Harrow,10981,2385,891,2230,1819,1278,982,1396
3823,E05000289,2003,Harrow on the Hill,Harrow,11080,2436,882,2261,1775,1275,1035,1416
3824,E05000289,2004,Harrow on the Hill,Harrow,11232,2573,874,2203,1862,1297,1042,1381
3825,E05000289,2005,Harrow on the Hill,Harrow,11508,2656,922,2280,1885,1322,1045,1398
3826,E05000289,2006,Harrow on the Hill,Harrow,11668,2716,942,2269,1920,1335,1081,1405
3827,E05000289,2007,Harrow on the Hill,Harrow,11706,2775,942,2231,1883,1358,1095,1422
3828,E05000289,2008,Harrow on the Hill,Harrow,12039,2951,953,2305,1891,1379,1133,1427
3829,E05000289,2009,Harrow on the Hill,Harrow,12415,3073,986,2374,1948,1469,1141,1424
3830,E05000289,2010,Harrow on the Hill,Harrow,12490,3145,983,2337,1934,1514,1131,1446
3831,E05000289,2011,Harrow on the Hill,Harrow,12358,3060,1101,2225,1877,1515,1129,1451
3832,E05000289,2012,Harrow on the Hill,Harrow,12557,3131,1153,2207,1897,1583,1092,1494
3833,E05000289,2013,Harrow on the Hill,Harrow,12665,3233,1112,2213,1905,1607,1095,1500
3834,E05000289,2014,Harrow on the Hill,Harrow,12716,3251,1132,2171,1957,1611,1096,1498
3835,E05000289,2015,Harrow on the Hill,Harrow,12753,3261,1202,2097,1971,1627,1127,1468
3836,E05000290,2002,Harrow Weald,Harrow,10716,2511,842,1280,1626,1397,1154,1906
3837,E05000290,2003,Harrow Weald,Harrow,10717,2503,875,1266,1646,1378,1164,1885
3838,E05000290,2004,Harrow Weald,Harrow,10632,2478,907,1263,1598,1386,1166,1834
3839,E05000290,2005,Harrow Weald,Harrow,10835,2508,946,1281,1600,1430,1214,1856
3840,E05000290,2006,Harrow Weald,Harrow,10871,2477,1019,1279,1569,1476,1257,1794
3841,E05000290,2007,Harrow Weald,Harrow,10894,2453,1044,1315,1553,1485,1258,1786
3842,E05000290,2008,Harrow Weald,Harrow,10928,2506,1025,1307,1458,1554,1254,1824
3843,E05000290,2009,Harrow Weald,Harrow,11211,2545,1062,1371,1455,1619,1248,1911
3844,E05000290,2010,Harrow Weald,Harrow,11432,2611,1050,1441,1470,1629,1285,1946
3845,E05000290,2011,Harrow Weald,Harrow,11408,2595,1039,1479,1390,1663,1284,1958
3846,E05000290,2012,Harrow Weald,Harrow,11728,2630,1072,1548,1448,1688,1299,2043
3847,E05000290,2013,Harrow Weald,Harrow,11746,2653,993,1589,1431,1683,1339,2058
3848,E05000290,2014,Harrow Weald,Harrow,11862,2702,923,1678,1431,1635,1376,2117
3849,E05000290,2015,Harrow Weald,Harrow,11633,2630,908,1564,1436,1597,1375,2123
3850,E05000291,2002,Hatch End,Harrow,10164,2194,741,1264,1466,1421,1152,1926
3851,E05000291,2003,Hatch End,Harrow,10299,2241,718,1251,1468,1410,1229,1982
3852,E05000291,2004,Hatch End,Harrow,10160,2207,737,1191,1429,1423,1197,1976
3853,E05000291,2005,Hatch End,Harrow,10284,2232,797,1176,1426,1435,1237,1981
3854,E05000291,2006,Hatch End,Harrow,10242,2192,795,1197,1393,1445,1257,1963
3855,E05000291,2007,Hatch End,Harrow,10289,2206,797,1177,1418,1444,1290,1957
3856,E05000291,2008,Hatch End,Harrow,10428,2234,794,1205,1405,1473,1306,2011
3857,E05000291,2009,Hatch End,Harrow,10496,2257,769,1210,1394,1485,1333,2048
3858,E05000291,2010,Hatch End,Harrow,10551,2271,716,1286,1338,1522,1344,2074
3859,E05000291,2011,Hatch End,Harrow,10702,2273,775,1295,1349,1543,1344,2123
3860,E05000291,2012,Hatch End,Harrow,10713,2207,782,1280,1366,1553,1346,2179
3861,E05000291,2013,Hatch End,Harrow,10714,2177,739,1280,1344,1527,1364,2283
3862,E05000291,2014,Hatch End,Harrow,10769,2216,692,1272,1327,1528,1383,2351
3863,E05000291,2015,Hatch End,Harrow,10780,2250,666,1282,1329,1503,1419,2331
3864,E05000292,2002,Headstone North,Harrow,9728,2091,805,1345,1464,1385,1164,1474
3865,E05000292,2003,Headstone North,Harrow,9768,2116,793,1309,1462,1378,1190,1520
3866,E05000292,2004,Headstone North,Harrow,9794,2168,795,1359,1427,1354,1197,1494
3867,E05000292,2005,Headstone North,Harrow,9721,2114,770,1346,1453,1333,1196,1509
3868,E05000292,2006,Headstone North,Harrow,9821,2134,789,1319,1454,1385,1224,1516
3869,E05000292,2007,Headstone North,Harrow,9878,2100,829,1359,1395,1437,1228,1530
3870,E05000292,2008,Headstone North,Harrow,9903,2127,828,1337,1385,1435,1267,1524
3871,E05000292,2009,Headstone North,Harrow,10062,2173,816,1368,1366,1471,1291,1577
3872,E05000292,2010,Headstone North,Harrow,10177,2177,837,1372,1384,1437,1331,1639
3873,E05000292,2011,Headstone North,Harrow,10134,2120,855,1325,1347,1449,1368,1670
3874,E05000292,2012,Headstone North,Harrow,10147,2115,848,1293,1321,1483,1346,1741
3875,E05000292,2013,Headstone North,Harrow,10104,2093,803,1292,1329,1455,1345,1787
3876,E05000292,2014,Headstone North,Harrow,10220,2142,747,1300,1399,1459,1344,1829
3877,E05000292,2015,Headstone North,Harrow,10232,2165,738,1296,1398,1450,1332,1853
3878,E05000293,2002,Headstone South,Harrow,9589,2082,816,1835,1591,1248,897,1120
3879,E05000293,2003,Headstone South,Harrow,9565,2075,784,1787,1647,1224,901,1147
3880,E05000293,2004,Headstone South,Harrow,9673,2149,833,1735,1660,1191,913,1192
3881,E05000293,2005,Headstone South,Harrow,9886,2186,899,1791,1652,1261,916,1181
3882,E05000293,2006,Headstone South,Harrow,10054,2249,934,1780,1646,1300,945,1200
3883,E05000293,2007,Headstone South,Harrow,10203,2290,929,1767,1704,1340,976,1197
3884,E05000293,2008,Headstone South,Harrow,10395,2317,929,1818,1723,1388,995,1225
3885,E05000293,2009,Headstone South,Harrow,10659,2416,950,1910,1667,1425,1048,1243
3886,E05000293,2010,Headstone South,Harrow,10992,2497,1004,1948,1689,1494,1069,1291
3887,E05000293,2011,Headstone South,Harrow,11233,2565,1011,1992,1699,1494,1127,1345
3888,E05000293,2012,Headstone South,Harrow,11189,2528,954,2021,1712,1478,1112,1384
3889,E05000293,2013,Headstone South,Harrow,11357,2575,921,2046,1756,1532,1110,1417
3890,E05000293,2014,Headstone South,Harrow,11468,2637,883,2031,1770,1533,1170,1444
3891,E05000293,2015,Headstone South,Harrow,11572,2685,880,1951,1794,1574,1227,1461
3892,E05000294,2002,Kenton East,Harrow,10157,2473,1097,1559,1628,1211,934,1255
3893,E05000294,2003,Kenton East,Harrow,10111,2411,1092,1540,1640,1253,920,1255
3894,E05000294,2004,Kenton East,Harrow,10224,2396,1104,1585,1622,1293,933,1291
3895,E05000294,2005,Kenton East,Harrow,10364,2392,1134,1617,1633,1322,957,1309
3896,E05000294,2006,Kenton East,Harrow,10478,2392,1184,1654,1591,1372,992,1293
3897,E05000294,2007,Kenton East,Harrow,10560,2403,1205,1731,1538,1384,1007,1292
3898,E05000294,2008,Kenton East,Harrow,10770,2429,1243,1760,1541,1460,1007,1330
3899,E05000294,2009,Kenton East,Harrow,10873,2373,1241,1824,1542,1492,1056,1345
3900,E05000294,2010,Kenton East,Harrow,11156,2399,1256,1950,1528,1524,1106,1393
3901,E05000294,2011,Kenton East,Harrow,11208,2365,1255,1986,1524,1523,1165,1390
3902,E05000294,2012,Kenton East,Harrow,11460,2459,1232,2062,1581,1508,1189,1429
3903,E05000294,2013,Kenton East,Harrow,11451,2482,1118,2066,1589,1497,1226,1473
3904,E05000294,2014,Kenton East,Harrow,11582,2516,1079,2079,1634,1489,1271,1514
3905,E05000294,2015,Kenton East,Harrow,11584,2501,1032,2046,1613,1529,1303,1560
3906,E05000295,2002,Kenton West,Harrow,10424,2496,1047,1482,1551,1497,1109,1242
3907,E05000295,2003,Kenton West,Harrow,10475,2520,1076,1421,1592,1472,1158,1236
3908,E05000295,2004,Kenton West,Harrow,10460,2485,1087,1379,1584,1516,1133,1276
3909,E05000295,2005,Kenton West,Harrow,10694,2469,1125,1482,1556,1566,1174,1322
3910,E05000295,2006,Kenton West,Harrow,10680,2384,1147,1462,1504,1618,1214,1351
3911,E05000295,2007,Kenton West,Harrow,10709,2331,1167,1509,1491,1589,1241,1381
3912,E05000295,2008,Kenton West,Harrow,10853,2326,1170,1569,1451,1638,1272,1427
3913,E05000295,2009,Kenton West,Harrow,10945,2317,1142,1654,1448,1619,1276,1489
3914,E05000295,2010,Kenton West,Harrow,11153,2329,1171,1776,1429,1610,1310,1528
3915,E05000295,2011,Kenton West,Harrow,11212,2288,1149,1851,1386,1579,1347,1612
3916,E05000295,2012,Kenton West,Harrow,11218,2313,1103,1854,1363,1533,1402,1650
3917,E05000295,2013,Kenton West,Harrow,11164,2295,997,1878,1381,1527,1372,1714
3918,E05000295,2014,Kenton West,Harrow,11235,2316,953,1892,1391,1513,1422,1748
3919,E05000295,2015,Kenton West,Harrow,11173,2266,896,1838,1424,1453,1482,1814
3920,E05000296,2002,Marlborough,Harrow,9524,2047,933,1981,1517,1126,832,1088
3921,E05000296,2003,Marlborough,Harrow,9569,2110,924,1914,1568,1143,840,1070
3922,E05000296,2004,Marlborough,Harrow,9955,2244,985,1956,1626,1194,844,1106
3923,E05000296,2005,Marlborough,Harrow,10290,2331,1026,2022,1663,1236,895,1117
3924,E05000296,2006,Marlborough,Harrow,10568,2379,1056,2152,1700,1264,873,1144
3925,E05000296,2007,Marlborough,Harrow,11031,2495,1180,2202,1759,1308,903,1184
3926,E05000296,2008,Marlborough,Harrow,11422,2588,1163,2360,1795,1339,957,1220
3927,E05000296,2009,Marlborough,Harrow,11526,2607,1127,2411,1790,1385,964,1242
3928,E05000296,2010,Marlborough,Harrow,12034,2741,1190,2538,1821,1440,1020,1284
3929,E05000296,2011,Marlborough,Harrow,12420,2829,1200,2643,1886,1470,1083,1309
3930,E05000296,2012,Marlborough,Harrow,12437,2915,1094,2685,1872,1458,1104,1309
3931,E05000296,2013,Marlborough,Harrow,12583,3023,1000,2645,1915,1509,1141,1350
3932,E05000296,2014,Marlborough,Harrow,12881,3175,941,2634,2012,1556,1172,1391
3933,E05000296,2015,Marlborough,Harrow,13039,3194,938,2580,2098,1597,1184,1448
3934,E05000297,2002,Pinner,Harrow,9762,2029,677,1389,1397,1299,1155,1816
3935,E05000297,2003,Pinner,Harrow,9823,2075,672,1398,1405,1330,1156,1787
3936,E05000297,2004,Pinner,Harrow,9899,2106,667,1345,1429,1297,1212,1843
3937,E05000297,2005,Pinner,Harrow,10033,2104,702,1392,1451,1315,1238,1831
3938,E05000297,2006,Pinner,Harrow,10080,2108,733,1350,1493,1297,1279,1820
3939,E05000297,2007,Pinner,Harrow,10238,2152,739,1370,1507,1325,1298,1847
3940,E05000297,2008,Pinner,Harrow,10319,2172,719,1391,1476,1367,1296,1898
3941,E05000297,2009,Pinner,Harrow,10410,2136,718,1404,1498,1403,1328,1923
3942,E05000297,2010,Pinner,Harrow,10389,2141,706,1364,1467,1422,1333,1956
3943,E05000297,2011,Pinner,Harrow,10038,2048,667,1288,1346,1373,1315,2001
3944,E05000297,2012,Pinner,Harrow,10278,2070,672,1317,1405,1420,1322,2072
3945,E05000297,2013,Pinner,Harrow,10322,2079,635,1305,1440,1421,1304,2138
3946,E05000297,2014,Pinner,Harrow,10374,2066,638,1315,1429,1432,1302,2192
3947,E05000297,2015,Pinner,Harrow,10481,2091,658,1338,1479,1420,1296,2199
3948,E05000298,2002,Pinner South,Harrow,9714,2258,688,1143,1521,1340,1171,1593
3949,E05000298,2003,Pinner South,Harrow,10010,2348,707,1176,1575,1314,1242,1648
3950,E05000298,2004,Pinner South,Harrow,9884,2362,717,1113,1562,1312,1235,1583
3951,E05000298,2005,Pinner South,Harrow,9992,2395,715,1160,1524,1349,1256,1593
3952,E05000298,2006,Pinner South,Harrow,10039,2375,702,1181,1555,1369,1260,1597
3953,E05000298,2007,Pinner South,Harrow,10119,2359,732,1179,1574,1369,1271,1635
3954,E05000298,2008,Pinner South,Harrow,10189,2432,715,1143,1581,1409,1254,1655
3955,E05000298,2009,Pinner South,Harrow,10475,2466,703,1197,1626,1457,1308,1718
3956,E05000298,2010,Pinner South,Harrow,10521,2489,685,1188,1626,1465,1314,1754
3957,E05000298,2011,Pinner South,Harrow,10459,2492,645,1153,1581,1485,1296,1807
3958,E05000298,2012,Pinner South,Harrow,10455,2465,664,1137,1604,1495,1266,1824
3959,E05000298,2013,Pinner South,Harrow,10449,2513,599,1089,1641,1511,1233,1863
3960,E05000298,2014,Pinner South,Harrow,10552,2536,591,1108,1643,1534,1230,1910
3961,E05000298,2015,Pinner South,Harrow,10455,2552,575,1025,1666,1472,1207,1958
3962,E05000299,2002,Queensbury,Harrow,10233,2557,980,1598,1757,1237,921,1183
3963,E05000299,2003,Queensbury,Harrow,10236,2556,982,1600,1700,1288,928,1182
3964,E05000299,2004,Queensbury,Harrow,10405,2590,1002,1620,1700,1318,958,1217
3965,E05000299,2005,Queensbury,Harrow,10644,2664,1014,1707,1692,1364,973,1230
3966,E05000299,2006,Queensbury,Harrow,10896,2673,1090,1771,1658,1475,972,1257
3967,E05000299,2007,Queensbury,Harrow,11137,2720,1097,1809,1696,1535,1004,1276
3968,E05000299,2008,Queensbury,Harrow,11246,2727,1101,1819,1670,1564,1047,1318
3969,E05000299,2009,Queensbury,Harrow,11526,2795,1120,1903,1664,1571,1116,1357
3970,E05000299,2010,Queensbury,Harrow,11815,2841,1162,2048,1657,1571,1172,1364
3971,E05000299,2011,Queensbury,Harrow,12074,2874,1236,2119,1661,1596,1191,1397
3972,E05000299,2012,Queensbury,Harrow,12138,2886,1177,2150,1664,1599,1205,1457
3973,E05000299,2013,Queensbury,Harrow,12157,2924,1073,2198,1692,1543,1260,1467
3974,E05000299,2014,Queensbury,Harrow,12296,2988,1025,2212,1699,1569,1316,1487
3975,E05000299,2015,Queensbury,Harrow,12319,2923,1025,2197,1746,1541,1358,1529
3976,E05000300,2002,Rayners Lane,Harrow,10512,2446,852,1570,1711,1372,1161,1400
3977,E05000300,2003,Rayners Lane,Harrow,10464,2467,857,1536,1760,1370,1090,1384
3978,E05000300,2004,Rayners Lane,Harrow,10510,2491,897,1568,1705,1362,1098,1389
3979,E05000300,2005,Rayners Lane,Harrow,10611,2496,883,1568,1744,1407,1097,1416
3980,E05000300,2006,Rayners Lane,Harrow,10625,2486,881,1581,1707,1421,1115,1434
3981,E05000300,2007,Rayners Lane,Harrow,10794,2587,878,1617,1724,1425,1118,1445
3982,E05000300,2008,Rayners Lane,Harrow,10892,2585,918,1651,1677,1466,1121,1474
3983,E05000300,2009,Rayners Lane,Harrow,10898,2601,911,1636,1674,1463,1141,1472
3984,E05000300,2010,Rayners Lane,Harrow,11129,2626,919,1705,1652,1535,1163,1529
3985,E05000300,2011,Rayners Lane,Harrow,11157,2581,937,1709,1611,1546,1207,1566
3986,E05000300,2012,Rayners Lane,Harrow,11142,2576,874,1728,1609,1540,1209,1606
3987,E05000300,2013,Rayners Lane,Harrow,11119,2590,810,1709,1644,1535,1218,1613
3988,E05000300,2014,Rayners Lane,Harrow,11208,2629,765,1683,1691,1542,1267,1631
3989,E05000300,2015,Rayners Lane,Harrow,11217,2629,724,1655,1730,1560,1284,1635
3990,E05000301,2002,Roxbourne,Harrow,11157,3014,1072,1975,1882,1272,824,1118
3991,E05000301,2003,Roxbourne,Harrow,11395,3069,1058,1998,1936,1319,848,1167
3992,E05000301,2004,Roxbourne,Harrow,11593,3133,1116,2024,1969,1359,834,1158
3993,E05000301,2005,Roxbourne,Harrow,12061,3340,1186,2079,2003,1401,880,1172
3994,E05000301,2006,Roxbourne,Harrow,12016,3301,1174,2069,1990,1421,901,1160
3995,E05000301,2007,Roxbourne,Harrow,12160,3362,1199,2090,1951,1470,921,1167
3996,E05000301,2008,Roxbourne,Harrow,12281,3402,1178,2154,1912,1495,972,1168
3997,E05000301,2009,Roxbourne,Harrow,12698,3494,1224,2237,1957,1571,1007,1208
3998,E05000301,2010,Roxbourne,Harrow,12740,3535,1211,2193,1962,1550,1079,1210
3999,E05000301,2011,Roxbourne,Harrow,12920,3540,1198,2253,1935,1583,1146,1265
4000,E05000301,2012,Roxbourne,Harrow,13248,3620,1246,2292,2028,1617,1152,1293
4001,E05000301,2013,Roxbourne,Harrow,13367,3632,1213,2329,2022,1663,1177,1331
4002,E05000301,2014,Roxbourne,Harrow,13396,3592,1137,2346,2029,1722,1221,1349
4003,E05000301,2015,Roxbourne,Harrow,13403,3583,1118,2281,2058,1711,1265,1387
4004,E05000302,2002,Roxeth,Harrow,10920,2802,1022,1766,1899,1389,866,1176
4005,E05000302,2003,Roxeth,Harrow,10870,2817,1046,1696,1872,1412,869,1158
4006,E05000302,2004,Roxeth,Harrow,11010,2812,1088,1672,1908,1394,934,1202
4007,E05000302,2005,Roxeth,Harrow,11224,2891,1093,1768,1899,1425,962,1186
4008,E05000302,2006,Roxeth,Harrow,11338,2894,1087,1782,1923,1463,989,1200
4009,E05000302,2007,Roxeth,Harrow,11379,2902,1102,1741,1890,1538,991,1215
4010,E05000302,2008,Roxeth,Harrow,11527,2973,1097,1754,1869,1578,1036,1220
4011,E05000302,2009,Roxeth,Harrow,11578,2988,1047,1743,1828,1647,1061,1264
4012,E05000302,2010,Roxeth,Harrow,11624,2996,1056,1771,1730,1673,1106,1292
4013,E05000302,2011,Roxeth,Harrow,11726,3030,1064,1779,1717,1714,1125,1297
4014,E05000302,2012,Roxeth,Harrow,11827,3007,1053,1806,1711,1736,1167,1347
4015,E05000302,2013,Roxeth,Harrow,11667,2898,1019,1786,1679,1732,1181,1372
4016,E05000302,2014,Roxeth,Harrow,11700,2892,954,1811,1685,1739,1199,1420
4017,E05000302,2015,Roxeth,Harrow,11719,2917,902,1804,1707,1714,1253,1422
4018,E05000303,2002,Stanmore Park,Harrow,9488,1887,708,1323,1286,1177,1114,1993
4019,E05000303,2003,Stanmore Park,Harrow,9957,2051,725,1333,1362,1221,1169,2096
4020,E05000303,2004,Stanmore Park,Harrow,10421,2176,792,1387,1455,1237,1231,2143
4021,E05000303,2005,Stanmore Park,Harrow,10684,2211,842,1413,1497,1270,1272,2179
4022,E05000303,2006,Stanmore Park,Harrow,10791,2241,856,1429,1490,1276,1277,2222
4023,E05000303,2007,Stanmore Park,Harrow,11012,2231,880,1425,1533,1314,1316,2313
